,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
11645,Guidance Counselor,2.0,"$ 213,608",Guidance/Social Workers,,K161,2022
11646,DC 37 Para More Than 20 Hrs,0.0,"$ 41,802",SBST,,K161,2022
11647,School Psychologist Mandated Services,1.0,"$ 154,225",SBST,,K161,2022
11648,School Social Worker,1.0,"$ 99,550",SBST,,K161,2022
11649,IEP-CRISIS MANAGEMENT(CIT),5.0,"$ 221,979",Paraprofessionals,,K161,2022
11650,IEP-HEALTH,1.0,"$ 52,181",Paraprofessionals,,K161,2022
11651,School Aides and Other Support Staff,1.0,"$ 180,606",School Aides and Other Support Staff,,K161,2022
11652,ABSENCE COVERAGE,,"$ 383,512",Per Diem,,K161,2022
11653,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 182,573",Per Session,,K161,2022
11654,PROFESSIONAL DEVELOPMENT,,"$ 5,998",Per Session,,K161,2022
11655,PUPIL PERSONNEL SERVICES,,"$ 11,322",Per Session,,K161,2022
11656,SPECIAL ED INSTRUCTIONAL PGMS,,"$ 9,404",Per Session,,K161,2022
11657,SUMMER STUDENT PROGRAMS,,"$ 17,990",Per Session,,K161,2022
11658,Curriculum & Staff Development Contracts,,"$ 22,050",OTPS,,K161,2022
11659,Data Processing Repair - Contractual,,$ 238,OTPS,,K161,2022
11660,Educational Consultants,,"$ 99,990",OTPS,,K161,2022
11661,Educational Software,,"$ 17,231",OTPS,,K161,2022
11662,Furniture Object 300,,"$ 3,818",OTPS,,K161,2022
11663,Library Books,,"$ 1,928",OTPS,,K161,2022
11664,Non-Contractual Services,,"$ 55,225",OTPS,,K161,2022
11665,Supplies - General,,"$ 111,294",OTPS,,K161,2022
11666,Textbooks,,"$ 16,495",OTPS,,K161,2022
11667,Transportation of Staff - Non-Contract,,"$ 6,893",OTPS,,K161,2022
11668,Summer Non-Professional 016,,"$ 15,279",Setasides,,K161,2022
11669,People Working Partial Year,,"$ 160,426",People Working Partial Year,,K161,2022
11670,Main School,45.0,"$ 5,637,442",School Site,,K161,2022
11671,HEAD OF SCHOOL,1.0,"$ 177,307",Leadership,,K161,2021
11672,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 135,696",Leadership,,K161,2021
11673,PARENT COORDINATOR,1.0,"$ 43,968",Coordinator/Supervisor/Dean,,K161,2021
11674,School Secretary,1.0,"$ 64,692",Secretary,,K161,2021
11675,Pre K,2.0,"$ 288,957",Classroom Teacher,WHOLE CLASS,K161,2021
11676,K,1.0,"$ 102,069",Classroom Teacher,WHOLE CLASS,K161,2021
11677,"K,1,2",1.0,"$ 130,933",Classroom Teacher,SELF-CONTAINED SP ED,K161,2021
11678,1,2.0,"$ 246,548",Classroom Teacher,WHOLE CLASS,K161,2021
11679,2,3.0,"$ 328,667",Classroom Teacher,WHOLE CLASS,K161,2021
11680,"2, 3",1.0,"$ 108,083",Classroom Teacher,ICT - Special Ed Teacher,K161,2021
11681,3,1.0,"$ 102,069",Classroom Teacher,ICT - Special Ed Teacher,K161,2021
11682,3,1.0,"$ 102,069",Classroom Teacher,WHOLE CLASS,K161,2021
11683,3,2.0,"$ 204,138",Classroom Teacher,Sub-Total,K161,2021
11684,345,1.0,"$ 126,603",Classroom Teacher,SELF-CONTAINED SP ED,K161,2021
11685,4,1.0,"$ 102,069",Classroom Teacher,ICT - Special Ed Teacher,K161,2021
11686,4,3.0,"$ 348,617",Classroom Teacher,WHOLE CLASS,K161,2021
11687,4,4.0,"$ 450,686",Classroom Teacher,Sub-Total,K161,2021
11688,5,1.0,"$ 102,069",Classroom Teacher,ICT - General Ed Teacher,K161,2021
11689,5,1.0,"$ 102,069",Classroom Teacher,ICT - Special Ed Teacher,K161,2021
11690,5,2.0,"$ 204,138",Classroom Teacher,Sub-Total,K161,2021
11691,COMPUTER,1.0,"$ 119,546",Elementary Cluster/Quota,REDUCED CLASS SIZE,K161,2021
11692,PHYSICAL EDUCATION,1.0,"$ 102,069",Elementary Cluster/Quota,WHOLE CLASS,K161,2021
11693,SCIENCE - GENERAL SCIENCE,1.0,"$ 102,069",Elementary Cluster/Quota,SUBJECT SPECIFIC,K161,2021
11694,SOCIAL STUDIES,1.0,"$ 110,551",Elementary Cluster/Quota,WHOLE CLASS,K161,2021
11695,OCCUPATIONAL THERAPY,1.0,"$ 78,516",Special Needs - Support Services,PULL-OUT -all students,K161,2021
11696,SETSS,1.0,"$ 127,858",Special Needs - Support Services,PULL-OUT -all students,K161,2021
11697,SPEECH,2.0,"$ 198,218",Special Needs - Support Services,PUSH IN/PULL OUT,K161,2021
11698,Guidance Counselor,2.0,"$ 203,194",Guidance/Social Workers,,K161,2021
11699,DC 37 Para More Than 20 Hrs,0.0,"$ 40,966",SBST,,K161,2021
11700,School Psychologist Mandated Services,1.0,"$ 147,128",SBST,,K161,2021
11701,School Social Workers Mandated Services,1.0,"$ 104,088",SBST,,K161,2021
11702,Class Mgr,0.0,"$ 4,192",Paraprofessionals,,K161,2021
11703,IEP-CRISIS MANAGEMENT(CIT),5.0,"$ 235,861",Paraprofessionals,,K161,2021
11704,IEP-HEALTH,1.0,"$ 30,002",Paraprofessionals,,K161,2021
11705,School Aides and Other Support Staff,1.0,"$ 122,372",School Aides and Other Support Staff,,K161,2021
11706,504,,"$ 39,295",Per Diem,,K161,2021
11707,ABSENCE COVERAGE,,"$ 177,288",Per Diem,,K161,2021
11708,IEP-CRISIS MANAGEMENT(CIT),,"$ 45,341",Per Diem,,K161,2021
11709,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 53,723",Per Session,,K161,2021
11710,PARENT INVOLVEMENT,,"$ 1,236",Per Session,,K161,2021
11711,PROFESSIONAL DEVELOPMENT,,"$ 4,761",Per Session,,K161,2021
11712,Curriculum & Staff Development Contracts,,"$ 14,250",OTPS,,K161,2021
11713,Data Processing Repair - Contractual,,"$ 1,541",OTPS,,K161,2021
11714,Educational Consultants,,"$ 18,075",OTPS,,K161,2021
11715,Educational Software,,"$ 42,665",OTPS,,K161,2021
11716,Equipment - General,,"$ 11,059",OTPS,,K161,2021
11717,Furniture Object 300,,"$ 20,769",OTPS,,K161,2021
11718,Library Books,,"$ 1,919",OTPS,,K161,2021
11719,Non-Contractual Services,,"$ 57,548",OTPS,,K161,2021
11720,Office Temp Services - Contractual,,$ 100,OTPS,,K161,2021
11721,Supplies - General,,"$ 120,528",OTPS,,K161,2021
11722,Telephone and Other Communications,,$ 280,OTPS,,K161,2021
11723,Textbooks,,"$ 13,341",OTPS,,K161,2021
11724,Transportation of Staff - Non-Contract,,"$ 2,329",OTPS,,K161,2021
11725,Summer Non-Professional 016,,"$ 15,236",Setasides,,K161,2021
11726,Not Available,,"$ 10,001",Sixth period coverage,,K161,2021
11727,People Working Partial Year,,"$ 33,671",People Working Partial Year,,K161,2021
11728,Main School,42.0,"$ 5,024,071",School Site,,K161,2021
11729,HEAD OF SCHOOL,1.0,"$ 165,605",Leadership,,K161,2020
11730,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 116,676",Leadership,,K161,2020
11731,PARENT COORDINATOR,1.0,"$ 43,558",Coordinator/Supervisor/Dean,,K161,2020
11732,SCHOOL SECRETARY,1.0,"$ 61,997",Secretary,,K161,2020
11733,Pre K,2.0,"$ 296,163",Classroom Teacher,WHOLE CLASS,K161,2020
11734,K,3.0,"$ 318,522",Classroom Teacher,WHOLE CLASS,K161,2020
11735,"K,1",1.0,"$ 133,347",Classroom Teacher,SELF-CONTAINED SP ED,K161,2020
11736,1,1.0,"$ 118,135",Classroom Teacher,ICT - Special Ed Teacher,K161,2020
11737,1,1.0,"$ 148,082",Classroom Teacher,WHOLE CLASS,K161,2020
11738,1,2.0,"$ 266,217",Classroom Teacher,Sub-Total,K161,2020
11739,2,1.0,"$ 104,681",Classroom Teacher,WHOLE CLASS,K161,2020
11740,"2, 3",1.0,"$ 108,114",Classroom Teacher,ICT - Special Ed Teacher,K161,2020
11741,3,1.0,"$ 104,681",Classroom Teacher,ICT - Special Ed Teacher,K161,2020
11742,3,2.0,"$ 209,362",Classroom Teacher,WHOLE CLASS,K161,2020
11743,3,3.0,"$ 314,043",Classroom Teacher,Sub-Total,K161,2020
11744,4,2.0,"$ 209,362",Classroom Teacher,ICT - General Ed Teacher,K161,2020
11745,4,1.0,"$ 104,681",Classroom Teacher,ICT - Special Ed Teacher,K161,2020
11746,4,3.0,"$ 314,043",Classroom Teacher,Sub-Total,K161,2020
11747,5,1.0,"$ 112,068",Classroom Teacher,ICT - Special Ed Teacher,K161,2020
11748,5,2.0,"$ 252,763",Classroom Teacher,WHOLE CLASS,K161,2020
11749,5,3.0,"$ 364,831",Classroom Teacher,Sub-Total,K161,2020
11750,COMPUTER,1.0,"$ 126,381",Elementary Cluster/Quota,REDUCED CLASS SIZE,K161,2020
11751,PHYSICAL EDUCATION,1.0,"$ 90,074",Elementary Cluster/Quota,WHOLE CLASS,K161,2020
11752,SCIENCE - GENERAL SCIENCE,1.0,"$ 111,009",Elementary Cluster/Quota,SUBJECT SPECIFIC,K161,2020
11753,SOCIAL STUDIES,1.0,"$ 120,622",Elementary Cluster/Quota,WHOLE CLASS,K161,2020
11754,MATH,1.0,"$ 104,681",Cluster/Quota Teacher,WHOLE CLASS,K161,2020
11755,OCCUPATIONAL THERAPY,1.0,"$ 77,181",Special Needs - Support Services,PULL-OUT -all students,K161,2020
11756,SETSS,1.0,"$ 148,082",Special Needs - Support Services,PULL-OUT -all students,K161,2020
11757,SPEECH,2.0,"$ 193,386",Special Needs - Support Services,PUSH IN/PULL OUT,K161,2020
11758,GUIDANCE COUNSELOR,2.0,"$ 199,357",Guidance/Social Workers,,K161,2020
11759,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 41,444",SBST,,K161,2020
11760,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 145,632",SBST,,K161,2020
11761,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 103,102",SBST,,K161,2020
11762,CLASSROOM - Special Ed,1.0,"$ 38,197",Paraprofessionals,,K161,2020
11763,IEP-CRISIS MANAGEMENT(CIT),3.0,"$ 138,090",Paraprofessionals,,K161,2020
11764,PRE-K,1.0,"$ 61,696",Paraprofessionals,,K161,2020
11765,School Aides and Other Support Staff,1.0,"$ 150,861",School Aides and Other Support Staff,,K161,2020
11766,ABSENCE COVERAGE,,"$ 28,000",Per Diem,,K161,2020
11767,IEP-CRISIS MANAGEMENT(CIT),,"$ 140,931",Per Diem,,K161,2020
11768,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 62,657",Per Session,,K161,2020
11769,PUPIL PERSONNEL SERVICES,,"$ 3,319",Per Session,,K161,2020
11770,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 40,875",OTPS,,K161,2020
11771,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 1,541",OTPS,,K161,2020
11772,EDUCATIONAL CONSULTANTS,,"$ 5,950",OTPS,,K161,2020
11773,EDUCATIONAL SOFTWARE,,"$ 8,274",OTPS,,K161,2020
11774,EQUIPMENT - GENERAL,,"$ 3,310",OTPS,,K161,2020
11775,LIBRARY BOOKS,,"$ 2,030",OTPS,,K161,2020
11776,NON-CONTRACTUAL SERVICES,,"$ 17,428",OTPS,,K161,2020
11777,SUPPLIES - GENERAL,,"$ 48,595",OTPS,,K161,2020
11778,TEXTBOOKS,,"$ 8,878",OTPS,,K161,2020
11779,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 600,OTPS,,K161,2020
11780,Summer Non-Professional (016),,"$ 14,638",Setasides,,K161,2020
11781,Not Available,,"$ 11,446",Sixth period coverage,,K161,2020
11782,People Working Partial Year,,"$ 20,074",People Working Partial Year,,K161,2020
11783,Main School,42.0,"$ 4,876,138",School Site,,K161,2020
11784,HEAD OF SCHOOL,1.0,"$ 163,350",Leadership,,K161,2019
11785,AP - ORGANIZATION,1.0,"$ 136,632",Leadership,,K161,2019
11786,PARENT COORDINATOR,1.0,"$ 39,759",Coordinator/Supervisor/Dean,,K161,2019
11787,SCHOOL SECRETARY,1.0,"$ 59,830",Secretary,,K161,2019
11788,Pre K,2.0,"$ 217,851",Classroom Teacher,WHOLE CLASS,K161,2019
11789,K,2.0,"$ 208,620",Classroom Teacher,WHOLE CLASS,K161,2019
11790,1,2.0,"$ 248,772",Classroom Teacher,WHOLE CLASS,K161,2019
11791,"1, 2",1.0,"$ 132,802",Classroom Teacher,ICT - Special Ed Teacher,K161,2019
11792,2,2.0,"$ 208,620",Classroom Teacher,WHOLE CLASS,K161,2019
11793,23,1.0,"$ 104,310",Classroom Teacher,ICT - Special Ed Teacher,K161,2019
11794,3,2.0,"$ 208,620",Classroom Teacher,WHOLE CLASS,K161,2019
11795,4,2.0,"$ 208,620",Classroom Teacher,ICT - General Ed Teacher,K161,2019
11796,4,2.0,"$ 194,371",Classroom Teacher,WHOLE CLASS,K161,2019
11797,4,4.0,"$ 402,991",Classroom Teacher,Sub-Total,K161,2019
11798,5,1.0,"$ 111,665",Classroom Teacher,ICT - Special Ed Teacher,K161,2019
11799,5,2.0,"$ 251,836",Classroom Teacher,WHOLE CLASS,K161,2019
11800,5,3.0,"$ 363,501",Classroom Teacher,Sub-Total,K161,2019
11801,COMPUTER,1.0,"$ 147,526",Elementary Cluster/Quota,REDUCED CLASS SIZE,K161,2019
11802,ESL,1.0,"$ 68,146",Elementary Cluster/Quota,PUSH IN/PULL OUT,K161,2019
11803,PHYSICAL EDUCATION,2.0,"$ 224,420",Elementary Cluster/Quota,WHOLE CLASS,K161,2019
11804,SCIENCE - GENERAL SCIENCE,1.0,"$ 104,310",Elementary Cluster/Quota,SUBJECT SPECIFIC,K161,2019
11805,MATH,1.0,"$ 104,310",Cluster/Quota Teacher,WHOLE CLASS,K161,2019
11806,SETSS,1.0,"$ 147,526",Special Needs - Support Services,PULL-OUT -all students,K161,2019
11807,SPEECH,2.0,"$ 187,274",Special Needs - Support Services,PUSH IN/PULL OUT,K161,2019
11808,GUIDANCE COUNSELOR,2.0,"$ 189,403",Guidance/Social Workers,,K161,2019
11809,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 39,593",SBST,,K161,2019
11810,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 140,158",SBST,,K161,2019
11811,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 99,227",SBST,,K161,2019
11812,CLASSROOM - Special Ed,1.0,"$ 36,020",Paraprofessionals,,K161,2019
11813,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 89,240",Paraprofessionals,,K161,2019
11814,IEP-HEALTH,1.0,"$ 37,856",Paraprofessionals,,K161,2019
11815,PRE-K,1.0,"$ 58,637",Paraprofessionals,,K161,2019
11816,School Aides and Other Support Staff,1.0,"$ 99,300",School Aides and Other Support Staff,,K161,2019
11817,504,,"$ 36,020",Per Diem,,K161,2019
11818,ABSENCE COVERAGE,,"$ 106,522",Per Diem,,K161,2019
11819,IEP-CRISIS MANAGEMENT(CIT),,"$ 127,499",Per Diem,,K161,2019
11820,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 88,797",Per Session,,K161,2019
11821,PARENT INVOLVEMENT,,"$ 1,057",Per Session,,K161,2019
11822,PROFESSIONAL DEVELOPMENT,,"$ 1,304",Per Session,,K161,2019
11823,PUPIL PERSONNEL SERVICES,,"$ 1,430",Per Session,,K161,2019
11824,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 46,270",OTPS,,K161,2019
11825,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 2,421",OTPS,,K161,2019
11826,EDUCATIONAL CONSULTANTS,,"$ 20,500",OTPS,,K161,2019
11827,EDUCATIONAL SOFTWARE,,"$ 23,750",OTPS,,K161,2019
11828,FURNITURE (OBJECT 300),,"$ 1,158",OTPS,,K161,2019
11829,LIBRARY BOOKS,,"$ 2,062",OTPS,,K161,2019
11830,NON-CONTRACTUAL SERVICES,,"$ 34,123",OTPS,,K161,2019
11831,SUPPLIES - GENERAL,,"$ 63,045",OTPS,,K161,2019
11832,Summer Non-Professional (016),,"$ 61,859",Setasides,,K161,2019
11833,People Working Partial Year,,"$ 83,122",People Working Partial Year,,K161,2019
11834,CB GE All Other Salaries Set Aside,,"$ 5,535",Setasides,,K161,2019
11835,CB GE Classroom Teachers Set Aside,,"$ 20,652",Setasides,,K161,2019
11836,CB GE Pupil Support Services Set Aside,,"$ 1,403",Setasides,,K161,2019
11837,CB Pre-K GE Set Aside,,"$ 3,810",Setasides,,K161,2019
11838,CB SE All Other Salaries Set Aside,,"$ 4,945",Setasides,,K161,2019
11839,CB SE Classroom Teachers Set Aside,,"$ 2,157",Setasides,,K161,2019
11840,CB SE Pupil Support Services Set Aside,,"$ 9,211",Setasides,,K161,2019
11841,Main School,42.0,"$ 5,017,256",School Site,,K161,2019
11842,HEAD OF SCHOOL,1.0,"$ 154,614",Leadership,,K161,2018
11843,AP - ORGANIZATION,1.0,"$ 125,124",Leadership,,K161,2018
11844,PARENT COORDINATOR,1.0,"$ 35,592",Coordinator/Supervisor/Dean,,K161,2018
11845,SCHOOL SECRETARY,2.0,"$ 120,629",Secretary,,K161,2018
11846,Pre K,2.0,"$ 278,264",Classroom Teacher,WHOLE CLASS,K161,2018
11847,K,1.0,"$ 107,570",Classroom Teacher,WHOLE CLASS,K161,2018
11848,1,1.0,"$ 99,210",Classroom Teacher,ICT - Special Ed Teacher,K161,2018
11849,1,2.0,"$ 234,957",Classroom Teacher,WHOLE CLASS,K161,2018
11850,1,3.0,"$ 334,167",Classroom Teacher,Sub-Total,K161,2018
11851,"1, 2",1.0,"$ 127,423",Classroom Teacher,ICT - Special Ed Teacher,K161,2018
11852,2,2.0,"$ 238,342",Classroom Teacher,WHOLE CLASS,K161,2018
11853,3,2.0,"$ 201,342",Classroom Teacher,WHOLE CLASS,K161,2018
11854,4,1.0,"$ 110,125",Classroom Teacher,ICT - Special Ed Teacher,K161,2018
11855,4,3.0,"$ 297,630",Classroom Teacher,WHOLE CLASS,K161,2018
11856,4,4.0,"$ 407,755",Classroom Teacher,Sub-Total,K161,2018
11857,5,2.0,"$ 204,217",Classroom Teacher,ICT - General Ed Teacher,K161,2018
11858,5,1.0,"$ 113,418",Classroom Teacher,ICT - Special Ed Teacher,K161,2018
11859,5,1.0,"$ 99,210",Classroom Teacher,WHOLE CLASS,K161,2018
11860,5,4.0,"$ 416,845",Classroom Teacher,Sub-Total,K161,2018
11861,COMPUTER,1.0,"$ 139,132",Elementary Cluster/Quota,REDUCED CLASS SIZE,K161,2018
11862,ESL,0.4,"$ 39,684",Elementary Cluster/Quota,SUBJECT SPECIFIC,K161,2018
11863,PHYSICAL EDUCATION,2.0,"$ 202,089",Elementary Cluster/Quota,WHOLE CLASS,K161,2018
11864,SCIENCE - GENERAL SCIENCE,1.0,"$ 115,007",Elementary Cluster/Quota,SUBJECT SPECIFIC,K161,2018
11865,MATH,1.0,"$ 99,210",Cluster/Quota Teacher,WHOLE CLASS,K161,2018
11866,INTERVENTION / PREVENTION,1.0,"$ 123,163",Special Needs - Support Services,PULL-OUT -all students,K161,2018
11867,PHYSICAL THERAPY,1.0,"$ 72,692",Special Needs - Support Services,PUSH IN/PULL OUT,K161,2018
11868,SPEECH,1.0,"$ 90,166",Special Needs - Support Services,PUSH IN/PULL OUT,K161,2018
11869,GUIDANCE COUNSELOR,2.0,"$ 175,310",Guidance/Social Workers,,K161,2018
11870,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 38,494",SBST,,K161,2018
11871,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 131,001",SBST,,K161,2018
11872,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 95,255",SBST,,K161,2018
11873,CLASSROOM - Special Ed,1.0,"$ 25,024",Paraprofessionals,,K161,2018
11874,IEP-CRISIS MANAGEMENT(CIT),3.0,"$ 120,791",Paraprofessionals,,K161,2018
11875,IEP-HEALTH,1.0,"$ 36,483",Paraprofessionals,,K161,2018
11876,PRE-K,2.0,"$ 111,634",Paraprofessionals,,K161,2018
11877,School Aides and Other Support Staff,0.0,"$ 73,489",School Aides and Other Support Staff,,K161,2018
11878,ABSENCE COVERAGE,,"$ 32,962",Per Diem,,K161,2018
11879,IEP-CRISIS MANAGEMENT(CIT),,"$ 79,698",Per Diem,,K161,2018
11880,IEP-HEALTH,,"$ 5,001",Per Diem,,K161,2018
11881,PROFESSIONAL DEVELOPMENT,,"$ 9,098",Per Diem,,K161,2018
11882,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 57,441",Per Session,,K161,2018
11883,PARENT INVOLVEMENT,,"$ 1,137",Per Session,,K161,2018
11884,PROFESSIONAL DEVELOPMENT,,"$ 16,960",Per Session,,K161,2018
11885,PUPIL PERSONNEL SERVICES,,"$ 4,001",Per Session,,K161,2018
11886,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 35,650",OTPS,,K161,2018
11887,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 4,214",OTPS,,K161,2018
11888,EDUCATIONAL CONSULTANTS,,"$ 1,000",OTPS,,K161,2018
11889,EDUCATIONAL SOFTWARE,,"$ 10,900",OTPS,,K161,2018
11890,FURNITURE (OBJECT 300),,"$ 2,199",OTPS,,K161,2018
11891,LIBRARY BOOKS,,"$ 2,146",OTPS,,K161,2018
11892,NON-CONTRACTUAL SERVICES,,"$ 23,086",OTPS,,K161,2018
11893,SUPPLIES - GENERAL,,"$ 43,998",OTPS,,K161,2018
11894,TEXTBOOKS,,"$ 14,866",OTPS,,K161,2018
11895,Not Available,,"$ 4,737",Sixth period coverage,,K161,2018
11896,People Working Partial Year,,"$ 71,192",People Working Partial Year,,K161,2018
11897,Main School,43.4,"$ 4,656,577",School Site,,K161,2018
11898,HEAD OF SCHOOL,1.0,"$ 191,576",Leadership,,K138,2022
11899,ASST HEAD OF SCHOOL,0.0,"$ 30,078",Leadership,,K138,2022
11900,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 150,292",Leadership,,K138,2022
11901,PARENT COORDINATOR,1.0,"$ 43,968",Coordinator/Supervisor/Dean,,K138,2022
11902,School Secretary,2.0,"$ 133,819",Secretary,,K138,2022
11903,Pre K,2.0,"$ 306,777",Classroom Teacher,WHOLE CLASS,K138,2022
11904,K,1.0,"$ 153,388",Classroom Teacher,WHOLE CLASS,K138,2022
11905,"K,1,2",1.0,"$ 108,058",Classroom Teacher,SELF-CONTAINED SP ED,K138,2022
11906,1,1.0,"$ 120,814",Classroom Teacher,ICT - General Ed Teacher,K138,2022
11907,1,1.0,"$ 108,058",Classroom Teacher,ICT - Special Ed Teacher,K138,2022
11908,1,1.0,"$ 153,388",Classroom Teacher,WHOLE CLASS,K138,2022
11909,1,3.0,"$ 382,260",Classroom Teacher,Sub-Total,K138,2022
11910,2,1.0,"$ 119,586",Classroom Teacher,WHOLE CLASS,K138,2022
11911,3,1.0,"$ 108,058",Classroom Teacher,ICT - General Ed Teacher,K138,2022
11912,3,1.0,"$ 108,058",Classroom Teacher,ICT - Special Ed Teacher,K138,2022
11913,3,1.0,"$ 108,058",Classroom Teacher,WHOLE CLASS,K138,2022
11914,3,3.0,"$ 324,174",Classroom Teacher,Sub-Total,K138,2022
11915,"3, 4, 5",1.0,"$ 108,058",Classroom Teacher,SELF-CONTAINED SP ED,K138,2022
11916,34,1.0,"$ 72,978",Classroom Teacher,SELF-CONTAINED SP ED,K138,2022
11917,3-K,1.0,"$ 153,388",Classroom Teacher,WHOLE CLASS,K138,2022
11918,4,1.0,"$ 108,058",Classroom Teacher,ICT - General Ed Teacher,K138,2022
11919,4,1.0,"$ 108,058",Classroom Teacher,ICT - Special Ed Teacher,K138,2022
11920,4,1.0,"$ 108,058",Classroom Teacher,WHOLE CLASS,K138,2022
11921,4,3.0,"$ 324,174",Classroom Teacher,Sub-Total,K138,2022
11922,5,1.0,"$ 108,493",Classroom Teacher,ICT - General Ed Teacher,K138,2022
11923,5,1.0,"$ 108,058",Classroom Teacher,ICT - Special Ed Teacher,K138,2022
11924,5,1.0,"$ 108,058",Classroom Teacher,WHOLE CLASS,K138,2022
11925,5,3.0,"$ 324,609",Classroom Teacher,Sub-Total,K138,2022
11926,6,1.0,"$ 108,058",Classroom Teacher,WHOLE CLASS,K138,2022
11927,ENGLISH LANGUAGE ARTS,1.0,"$ 153,388",Homeroom Teacher,ICT - General Ed Teacher,K138,2022
11928,ENGLISH LANGUAGE ARTS,2.0,"$ 238,781",Homeroom Teacher,WHOLE CLASS,K138,2022
11929,ENGLISH LANGUAGE ARTS,3.0,"$ 392,169",Homeroom Teacher,Sub-Total,K138,2022
11930,ENRICHMENT,1.0,"$ 108,058",Homeroom Teacher,ICT - General Ed Teacher,K138,2022
11931,MATH,2.0,"$ 261,446",Homeroom Teacher,WHOLE CLASS,K138,2022
11932,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 108,058",Homeroom Teacher,ICT - General Ed Teacher,K138,2022
11933,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 324,174",Homeroom Teacher,ICT - Special Ed Teacher,K138,2022
11934,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 108,058",Homeroom Teacher,WHOLE CLASS,K138,2022
11935,SPECIAL EDUCATION (OR ALL SUBJECTS),5.0,"$ 540,290",Homeroom Teacher,Sub-Total,K138,2022
11936,SCIENCE - GENERAL SCIENCE,1.0,"$ 125,755",Elementary Cluster/Quota,REDUCED CLASS SIZE,K138,2022
11937,ARTS,1.0,"$ 117,124",Cluster/Quota Teacher,PULL-OUT -all students,K138,2022
11938,ESL,1.0,"$ 148,171",Cluster/Quota Teacher,PUSH IN/PULL OUT,K138,2022
11939,FL - FRENCH,1.0,"$ 108,058",Cluster/Quota Teacher,WHOLE CLASS,K138,2022
11940,MATH,1.0,"$ 131,108",Cluster/Quota Teacher,WHOLE CLASS,K138,2022
11941,PHYSICAL EDUCATION,1.0,"$ 88,640",Cluster/Quota Teacher,SUBJECT SPECIFIC,K138,2022
11942,SCIENCE - GENERAL SCIENCE,1.0,"$ 117,799",Cluster/Quota Teacher,SUPPLEMENTARY,K138,2022
11943,SCIENCE - GENERAL SCIENCE,1.0,"$ 108,058",Cluster/Quota Teacher,WHOLE CLASS,K138,2022
11944,SCIENCE - GENERAL SCIENCE,2.0,"$ 225,857",Cluster/Quota Teacher,Sub-Total,K138,2022
11945,INTERVENTION / PREVENTION,1.0,"$ 108,058",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2022
11946,OCCUPATIONAL THERAPY,1.0,"$ 81,110",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2022
11947,PHYSICAL THERAPY,1.0,"$ 81,663",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2022
11948,SETSS,1.0,"$ 108,058",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2022
11949,SPEECH,2.0,"$ 206,166",Special Needs - Support Services,PULL-OUT -all students,K138,2022
11950,SPEECH,1.0,"$ 103,083",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2022
11951,SPEECH,3.0,"$ 309,249",Special Needs - Support Services,Sub-Total,K138,2022
11952,Guidance Counselor,1.0,"$ 110,064",Guidance/Social Workers,,K138,2022
11953,Teacher - Attendance,1.0,"$ 150,490",Guidance/Social Workers,,K138,2022
11954,Clerical Associate - Annual,1.0,"$ 47,151",SBST,,K138,2022
11955,School Psychologist Mandated Services,1.0,"$ 154,225",SBST,,K138,2022
11956,School Social Worker,1.0,"$ 108,762",SBST,,K138,2022
11957,CLASSROOM - Special Ed,3.0,"$ 127,438",Paraprofessionals,,K138,2022
