,allocation_category,amount,location_code,fiscal_year
8928,TL CRRSA FSF Floor Raise,"$ 244,653",K189,2022
8929,TL ELA/Math Student Support,"$ 34,970",K189,2022
8930,TL Fair Student Funding,"$ 6,270,528",K189,2022
8931,TL FSF Floor Raise,"$ 414,472",K189,2022
8932,TL MH Continuum Resources,"$ 47,763",K189,2022
8933,TL MOSL,"$ 1,700",K189,2022
8934,TL NYSTL Hardware,"$ 9,500",K189,2022
8935,TL NYSTL Library Books,"$ 5,853",K189,2022
8936,TL NYSTL Software,"$ 9,500",K189,2022
8937,TL NYSTL Textbooks,"$ 3,956",K189,2022
8938,TL Parent Coordinator,"$ 43,968",K189,2022
8939,TL Parent Coordinator OTPS,$ 500,K189,2022
8940,TL RS IEP Para,"$ 257,739",K189,2022
8941,TL RS IEP Teacher,"$ 97,651",K189,2022
8942,TL RS Mandated Counseling Shared,"$ 72,599",K189,2022
8943,TL RS Mandated Speech Shared,"$ 206,166",K189,2022
8944,TL RS Occupational Therapist PS Shared,"$ 81,110",K189,2022
8945,TL RS Speech Sixth Period Coverage,"$ 27,270",K189,2022
8946,TL SBST Shared,"$ 143,744",K189,2022
8947,TL School to School Summer Rising Transfers Shared,"$ 11,984",K189,2022
8948,TL Situation Room,"$ 5,365",K189,2022
8949,TL Specialized Admissions,"$ 1,548",K189,2022
8950,TL Summer Rising Shared,"$ 3,594",K189,2022
8951,TL Summer Rising Support Shared,"$ 2,927",K189,2022
8952,TL Translation Services,"$ 2,192",K189,2022
8953,Contract for Excellence FY 09,"$ 340,445",K189,2021
8954,High Need Support for Title I,"$ 29,533",K189,2021
8955,IDEA RS IEP Para,"$ 67,046",K189,2021
8956,IDEA SBST Shared,"$ 147,128",K189,2021
8957,Rollover Title IV Community Coordinator,"$ 14,149",K189,2021
8958,School Support Supplement,"$ 322,477",K189,2021
8959,State Misc. 23 - EDSVP,"$ 31,305",K189,2021
8960,Title I STH,"$ 15,200",K189,2021
8961,Title I STH Carry Over,"$ 15,200",K189,2021
8962,Title I SWP,"$ 841,904",K189,2021
8963,Title I SWP Carry Over,"$ 120,423",K189,2021
8964,Title I SWP Parent and Family Engagement,"$ 10,529",K189,2021
8965,Title I SWP Summer in the City,"$ 5,950",K189,2021
8966,Title I SWP Translation Services,"$ 3,078",K189,2021
8967,Title IIA Supplemental,"$ 75,721",K189,2021
8968,Title III Immigrant Carryover,"$ 17,590",K189,2021
8969,Title III LEP,"$ 17,666",K189,2021
8970,Title IV Community Coordinator,"$ 83,277",K189,2021
8971,Title IV Summer Rising Reopening Planning,"$ 4,354",K189,2021
8972,Title IV Well Rounded ELA Math Support,"$ 12,601",K189,2021
8973,TL 09 C4E ICT,"$ 35,541",K189,2021
8974,TL Arts Studio,"$ 2,240",K189,2021
8975,TL CB School Staff,"$ 200,382",K189,2021
8976,TL Champs,"$ 3,133",K189,2021
8977,TL Computer Maintenance,"$ 1,817",K189,2021
8978,TL Covid MY Register Loss Restoration,"$ 73,767",K189,2021
8979,TL CRRSA COVID MYA Register Loss Restoration,"$ 221,299",K189,2021
8980,TL CRRSA COVID Teacher Support,"$ 441,068",K189,2021
8981,TL ELA/Math Student Support,"$ 35,276",K189,2021
8982,TL Fair Student Funding,"$ 6,416,001",K189,2021
8983,TL Implicit Bias Awareness,"$ 3,491",K189,2021
8984,TL Instructional Leadership Framework,"$ 24,568",K189,2021
8985,TL NYSTL Hardware,"$ 10,800",K189,2021
8986,TL NYSTL Library Books,"$ 6,210",K189,2021
8987,TL NYSTL Software,"$ 9,960",K189,2021
8988,TL NYSTL Textbooks,"$ 33,614",K189,2021
8989,TL Parent Coordinator,"$ 43,968",K189,2021
8990,TL Parent Coordinator OTPS,$ 500,K189,2021
8991,TL Periodic Assessment,"$ 1,700",K189,2021
8992,TL Physical Education Initiative - Cohort 1,"$ 47,948",K189,2021
8993,TL RS IEP Para,"$ 226,037",K189,2021
8994,TL RS IEP Teacher,"$ 95,896",K189,2021
8995,TL RS Mandated Counseling Shared,"$ 64,236",K189,2021
8996,TL RS Mandated Speech Shared,"$ 198,218",K189,2021
8997,TL RS Occupational Therapist PS Shared,"$ 78,516",K189,2021
8998,TL RS Speech Sixth Period Coverage,"$ 9,050",K189,2021
8999,TL SBST Shared,"$ 138,371",K189,2021
9000,TL School COVID Planning Supplement,"$ 8,756",K189,2021
9001,TL Specialized Admissions,"$ 1,196",K189,2021
9002,TL Summer in the City Shared,"$ 11,191",K189,2021
9003,TL Terminal and Paid Leaves,"$ 46,979",K189,2021
9004,TL Translation Services,"$ 2,157",K189,2021
9005,Contract for Excellence FY 09,"$ 340,445",K189,2020
9006,High Need Support for Title I,"$ 30,677",K189,2020
9007,IDEA RS IEP Para,"$ 88,028",K189,2020
9008,IDEA SBST Shared,"$ 145,632",K189,2020
9009,Rollover Title IV Community Coordinator,"$ 14,990",K189,2020
9010,School Support Supplement,"$ 314,813",K189,2020
9011,State Misc. 23 - EDSVP,"$ 31,812",K189,2020
9012,Title I SWP,"$ 915,759",K189,2020
9013,Title I SWP Parent and Family Engagement,"$ 9,250",K189,2020
9014,Title I SWP Translation Services,"$ 3,151",K189,2020
9015,Title IIA Supplemental,"$ 82,293",K189,2020
9016,Title III Immigrant,"$ 19,531",K189,2020
9017,Title III LEP,"$ 25,166",K189,2020
9018,Title III LEP Summer in the City,"$ 64,190",K189,2020
9019,Title IV Community Coordinator,"$ 88,176",K189,2020
9020,TL 09 C4E CTT,"$ 35,541",K189,2020
9021,TL Arts Studio,"$ 1,687",K189,2020
9022,TL CB School Staff,"$ 168,038",K189,2020
9023,TL Computer Maintenance,"$ 1,817",K189,2020
9024,TL Continuous Improvement,"$ 16,000",K189,2020
9025,TL E&E MS College Access OTPS,"$ 20,772",K189,2020
9026,TL E&E MS College Access PS,"$ 1,125",K189,2020
9027,TL ELA/Math Student Support,"$ 29,700",K189,2020
9028,TL Fair Student Funding,"$ 6,510,016",K189,2020
9029,TL FSF School to School Transfers Shared,"$ 1,132",K189,2020
9030,TL HEW School Wellness Council,"$ 2,500",K189,2020
9031,TL Instructional Leadership Framework,"$ 24,888",K189,2020
9032,TL Learning and Practicing Tolerance,"$ 1,956",K189,2020
9033,TL MOSL,"$ 1,700",K189,2020
9034,TL NYSTL Library Books,"$ 6,519",K189,2020
9035,TL NYSTL Software,"$ 10,515",K189,2020
9036,TL NYSTL Textbooks,"$ 20,666",K189,2020
9037,TL Parent Coordinator,"$ 39,591",K189,2020
9038,TL Parent Coordinator OTPS,$ 500,K189,2020
9039,TL Physical Education Initiative - Cohort 1,"$ 70,424",K189,2020
9040,TL Potential Mid Year Adj to be Repaid,"$ 55,916",K189,2020
9041,TL Prior Year Encumbrance,"$ 6,240",K189,2020
9042,TL RS IEP Para,"$ 314,853",K189,2020
9043,TL RS IEP Teacher,"$ 93,899",K189,2020
9044,TL RS Mandated Counseling Shared,"$ 62,329",K189,2020
9045,TL RS Mandated Speech Shared,"$ 193,386",K189,2020
9046,TL RS Occupational Therapist PS Shared,"$ 77,181",K189,2020
9047,TL RS Speech Sixth Period Coverage,"$ 25,145",K189,2020
9048,TL SBST Shared,"$ 137,783",K189,2020
9049,TL School to School Summer Transfers Shared,"$ 19,592",K189,2020
9050,TL SE Specialized Program Mixed Group,"$ 14,241",K189,2020
9051,TL Summer in the City Shared,"$ 54,346",K189,2020
9052,TL Summer in the City Support Shared,"$ 7,083",K189,2020
9053,TL Talented and Gifted,$ 190,K189,2020
9054,TL Translation Services,"$ 1,850",K189,2020
9055,TL Wellness Support,$ 378,K189,2020
9056,Contract for Excellence FY 09,"$ 340,445",K189,2019
9057,IDEA RS IEP Para,"$ 136,866",K189,2019
9058,IDEA SBST Shared,"$ 140,158",K189,2019
9059,School Support Supplement,"$ 285,420",K189,2019
9060,Sequester Aid IDEA RS IEP Paras,"$ 7,147",K189,2019
9061,Sequester/2010 Census Title I SWP,"$ 30,411",K189,2019
9062,Sequester/2010 Census Title IIA,"$ 26,305",K189,2019
9063,State Misc. 23 EDSVP,"$ 33,837",K189,2019
9064,Title I SWP,"$ 886,982",K189,2019
9065,Title I SWP Parent and Family Engagement,"$ 8,959",K189,2019
9066,Title I SWP Summer in the City,"$ 23,942",K189,2019
9067,Title I SWP Translation Services,"$ 3,294",K189,2019
9068,Title IIA Supplemental,"$ 70,483",K189,2019
9069,Title III Immigrant,"$ 20,228",K189,2019
9070,Title III LEP,"$ 26,830",K189,2019
9071,Title III LEP Summer in the City,"$ 82,560",K189,2019
9072,Title IV Community Coordinator,"$ 83,277",K189,2019
9073,TL 09 C4E CTT,"$ 35,541",K189,2019
9074,TL Arts Studio,"$ 5,100",K189,2019
9075,TL CB Per Session Per Diem Prep,"$ 2,876",K189,2019
9076,TL CB School Staff,"$ 147,720",K189,2019
9077,TL CB School Staff Related Services,"$ 3,084",K189,2019
9078,TL Computer Maintenance,"$ 1,595",K189,2019
9079,TL Core Curriculum Support,"$ 3,289",K189,2019
9080,TL E&E MS College Access OTPS,"$ 23,175",K189,2019
9081,TL E&E MS College Access PS,"$ 4,603",K189,2019
9082,TL ELA/Math Student Support,"$ 29,139",K189,2019
9083,TL Fair Student Funding,"$ 6,413,351",K189,2019
9084,TL FSF Floor Raise,"$ 159,014",K189,2019
9085,TL FSF Legacy Teacher Supplement,"$ 20,959",K189,2019
9086,TL FSF Post-IEP Support,$ 490,K189,2019
9087,TL GE CB School Staff,"$ 73,517",K189,2019
9088,TL MOSL,"$ 1,700",K189,2019
9089,TL NYSTL Hardware,"$ 9,870",K189,2019
9090,TL NYSTL Library Books,"$ 6,566",K189,2019
9091,TL NYSTL Software,"$ 10,369",K189,2019
9092,TL Parent Coordinator,"$ 40,929",K189,2019
9093,TL Parent Coordinator OTPS,$ 500,K189,2019
9094,TL Physical Education Initiative - Cohort 1,"$ 89,887",K189,2019
9095,TL Physical Education Initiative Support,$ 740,K189,2019
9096,TL RS IEP Para,"$ 264,188",K189,2019
9097,TL RS IEP Teacher,"$ 89,887",K189,2019
9098,TL RS Mandated Counseling Shared,"$ 63,735",K189,2019
9099,TL RS Mandated Speech Shared,"$ 187,274",K189,2019
9100,TL RS Occupational Therapist PS Shared,"$ 75,145",K189,2019
9101,TL RS Speech Sixth Period Coverage,"$ 25,596",K189,2019
9102,TL SBST Shared,"$ 132,356",K189,2019
9103,TL SE CB School Staff,"$ 21,997",K189,2019
9104,TL Strong Schools Strong Communities,"$ 16,000",K189,2019
9105,TL Summer in the City Shared,"$ 5,832",K189,2019
9106,TL Summer in the City Support Shared,"$ 7,901",K189,2019
9107,TL Talented and Gifted,$ 740,K189,2019
9108,TL Teacher Career Pathway - Subsidy Allocation,$ 421,K189,2019
9109,TL Translation Services,"$ 1,935",K189,2019
9110,TL Vision for School Improvement,"$ 24,888",K189,2019
9111,Contract for Excellence FY 09,"$ 340,445",K189,2018
9112,IDEA RS IEP Para,"$ 105,739",K189,2018
9113,IDEA SBST Shared,"$ 71,638",K189,2018
9114,School Support Supplement,"$ 278,198",K189,2018
9115,Sequester Aid IDEA RS IEP Paras,"$ 5,893",K189,2018
9116,Sequester/2010 Census Title I SWP,"$ 29,016",K189,2018
9117,Sequester/2010 Census Title IIA,"$ 27,291",K189,2018
9118,State Misc. 23 EDSVP,"$ 33,920",K189,2018
9119,Title I SWP,"$ 817,388",K189,2018
9120,Title I SWP Parent Involvement,"$ 8,256",K189,2018
9121,Title I SWP Summer in the City,"$ 30,604",K189,2018
9122,Title I SWP Translation Services,"$ 3,308",K189,2018
9123,Title IIA Supplemental,"$ 97,377",K189,2018
9124,Title III Immigrant,"$ 10,451",K189,2018
9125,Title III Immigrant Supplemental SITC,"$ 4,607",K189,2018
9126,Title III LEP,"$ 26,830",K189,2018
9127,Title III LEP Summer in the City,"$ 33,964",K189,2018
9128,TL 09 C4E CTT,"$ 35,541",K189,2018
9129,TL Arts Studio,"$ 5,825",K189,2018
9130,TL CB School Staff,"$ 150,701",K189,2018
9131,TL Computer Maintenance,"$ 2,538",K189,2018
9132,TL Core Curriculum Support,"$ 3,575",K189,2018
9133,TL E&E MS College Access,"$ 23,919",K189,2018
9134,TL ELA/Math Student Support,"$ 25,883",K189,2018
9135,TL Fair Student Funding,"$ 6,013,921",K189,2018
9136,TL FSF Legacy Teacher Supplement,"$ 20,768",K189,2018
9137,TL FSF School to School Transfers Shared,"$ 8,458",K189,2018
9138,TL Long Term Absence,"$ 20,374",K189,2018
9139,TL MOSL,"$ 1,700",K189,2018
9140,TL NYSTL Library Books,"$ 6,507",K189,2018
9141,TL NYSTL Textbooks,"$ 37,793",K189,2018
9142,TL Parent Coordinator,"$ 34,989",K189,2018
9143,TL Parent Coordinator OTPS,$ 500,K189,2018
9144,TL RS IEP Para,"$ 247,476",K189,2018
9145,TL RS IEP Teacher,"$ 85,809",K189,2018
9146,TL RS Mandated Counseling Shared,"$ 61,184",K189,2018
9147,TL RS Mandated Speech Shared,"$ 180,332",K189,2018
9148,TL RS Speech Sixth Period Coverage,"$ 5,966",K189,2018
9149,TL SBST PITs Shared,"$ 48,529",K189,2018
9150,TL SBST Shared,"$ 171,567",K189,2018
9151,TL School to School Summer Transfers Shared,"$ 65,175",K189,2018
9152,TL Strong Schools Strong Communities,"$ 16,000",K189,2018
9153,TL Summer in the City Shared,"$ 46,418",K189,2018
9154,TL Summer in the City Support Shared,"$ 11,578",K189,2018
9155,TL Talented and Gifted,$ 705,K189,2018
9156,TL Terminal and Paid Leaves,"$ 57,577",K189,2018
9157,TL Translation Services,"$ 1,942",K189,2018
9158,TL Vision for School Improvement,"$ 24,888",K189,2018
9159,4K for All,"$ 494,219",K181,2022
9160,AIDP,"$ 17,124",K181,2022
9161,ARPA Academic Recovery,"$ 212,842",K181,2022
9162,ARPA Academic Recovery AP Summer Rising,"$ 35,980",K181,2022
9163,ARPA Academic Recovery Arts,"$ 53,210",K181,2022
9164,ARPA Academic Recovery CBO Support Summer Rising,"$ 159,303",K181,2022
9165,ARPA Academic Recovery NYSITELL Testing Admin,"$ 6,844",K181,2022
9166,ARPA Academic Recovery Para Summer Rising,"$ 3,382",K181,2022
9167,ARPA Academic Recovery SE After-School Instruction,"$ 49,709",K181,2022
9168,ARPA Academic Recovery SE Counseling,"$ 1,954",K181,2022
9169,ARPA Academic Recovery SE Intervention Training,"$ 4,987",K181,2022
9170,ARPA Academic Recovery SE Planning Prep,"$ 5,145",K181,2022
9171,ARPA Academic Recovery SE RS Related Services,"$ 19,488",K181,2022
9172,ARPA Academic Recovery SE Support Summer Rising,"$ 12,541",K181,2022
9173,ARPA Academic Recovery Summer Rising,"$ 17,243",K181,2022
9174,ARPA Election Day Remote Planning,"$ 4,791",K181,2022
9175,ARPA LA MYA Register Relief,"$ 205,266",K181,2022
9176,ARPA School COVID Planning Expansion,"$ 18,216",K181,2022
9177,ARPA Vaccine Policy Coverage,"$ 9,645",K181,2022
9178,Contract for Excellence FY 09,"$ 409,098",K181,2022
9179,CRRSA 3K for All Expansion,"$ 264,109",K181,2022
9180,CRRSA Computer Maintenance,$ 589,K181,2022
9181,CRRSA CRSE Arts Studio,$ 642,K181,2022
9182,CRRSA Home Language Libraries,$ 758,K181,2022
9183,CRRSA Restoration Arts Studio,"$ 1,628",K181,2022
9184,CRRSA SHSAT,$ 211,K181,2022
9185,CRRSA Situation Room,"$ 5,124",K181,2022
9186,ESY Summer Rising Services RS,"$ 283,125",K181,2022
9187,High Need Support for Title I,"$ 13,604",K181,2022
9188,High Need Support for Title I STH,"$ 1,533",K181,2022
9189,IDEA RS IEP Para,"$ 66,593",K181,2022
9190,IDEA SBST Shared,"$ 154,225",K181,2022
9191,Pre-K SCIS Classes,"$ 246,350",K181,2022
9192,Rollover Private Grant 30 (02930),$ 666,K181,2022
9193,Rollover Private Grant 32 (92932),"$ 1,193",K181,2022
9194,Rollover Private Grant 33 (92933),$ 79,K181,2022
9195,Rollover Smart Schools Bond Act,"$ 23,880",K181,2022
9196,School Support Supplement,"$ 346,681",K181,2022
9197,Title I SWP,"$ 389,822",K181,2022
9198,Title I SWP Carry Over,"$ 54,110",K181,2022
9199,Title I SWP Carry Over Parent and Family Engage,"$ 2,195",K181,2022
9200,Title I SWP Parent and Family Engagement,"$ 3,898",K181,2022
9201,Title I SWP STH,"$ 43,937",K181,2022
9202,Title I SWP Translation Services,"$ 2,360",K181,2022
9203,Title IIA Supplemental,"$ 67,493",K181,2022
9204,Title III Immigrant Carryover,"$ 6,414",K181,2022
9205,Title III LEP,"$ 12,000",K181,2022
9206,Title III Summer Rising ML Support,"$ 7,839",K181,2022
9207,Title IV Fall Reopening Planning Grant,"$ 7,948",K181,2022
9208,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",K181,2022
9209,Title IV Well Rounded ELA Math Support,"$ 11,761",K181,2022
9210,TL CB School Staff,"$ 156,034",K181,2022
9211,TL Computer Maintenance,"$ 2,861",K181,2022
9212,TL CRRSA COVID MYA Register Relief,"$ 57,895",K181,2022
9213,TL CRRSA FSF Floor Raise,"$ 157,184",K181,2022
9214,TL CRRSA Surplus Rollover,"$ 25,094",K181,2022
9215,TL ELA/Math Student Support,"$ 34,050",K181,2022
9216,TL Fair Student Funding,"$ 3,849,150",K181,2022
9217,TL FSF Floor Raise,"$ 266,288",K181,2022
9218,TL FSF Post-IEP Support,"$ 1,014",K181,2022
9219,TL MOSL,"$ 1,700",K181,2022
9220,TL NYSTL Hardware,$ 120,K181,2022
9221,TL NYSTL Library Books,"$ 3,549",K181,2022
9222,TL NYSTL Software,$ 119,K181,2022
9223,TL Parent Coordinator,"$ 54,919",K181,2022
9224,TL Parent Coordinator OTPS,$ 500,K181,2022
9225,TL Permanent Placement 2022,"$ 102,690",K181,2022
9226,TL RS APE Teacher Shared,"$ 112,435",K181,2022
9227,TL RS ESY Summer Rising Services,"$ 111,894",K181,2022
9228,TL RS IEP Para,"$ 236,427",K181,2022
9229,TL RS IEP Teacher,"$ 102,690",K181,2022
9230,TL RS Mandated Counseling Shared,"$ 50,683",K181,2022
9231,TL RS Mandated Speech Shared,"$ 200,929",K181,2022
9232,TL RS Occupational Therapist PS Shared,"$ 81,110",K181,2022
9233,TL RS Physical Therapist PS Shared,"$ 81,663",K181,2022
9234,TL Sabbaticals,"$ 30,283",K181,2022
9235,TL SBST Shared,"$ 142,880",K181,2022
9236,TL School to School Summer Rising Transfers Shared,"$ 3,995",K181,2022
9237,TL Situation Room,"$ 4,235",K181,2022
9238,TL Specialized Admissions,"$ 1,269",K181,2022
9239,TL Summer Rising ASD,"$ 20,775",K181,2022
9240,TL Summer Rising Shared,"$ 1,866",K181,2022
9241,TL Summer Rising Support Shared,"$ 2,927",K181,2022
9242,TL Terminal and Paid Leaves,"$ 20,538",K181,2022
9243,TL Translation Services,"$ 1,653",K181,2022
9244,4K for All,"$ 475,459",K181,2021
9245,AIDP,"$ 17,124",K181,2021
9246,Contract for Excellence FY 09,"$ 409,098",K181,2021
9247,High Need Support for Title I,"$ 15,080",K181,2021
9248,IDEA RS IEP Para,"$ 206,022",K181,2021
9249,IDEA SBST Shared,"$ 147,128",K181,2021
9250,Pre-K SCIS Classes,"$ 236,971",K181,2021
9251,Rollover Private Grant 32 (92932),$ 684,K181,2021
9252,School Support Supplement,"$ 342,096",K181,2021
9253,Title I STH,"$ 4,000",K181,2021
9254,Title I STH Carry Over,"$ 4,000",K181,2021
9255,Title I SWP,"$ 433,648",K181,2021
9256,Title I SWP Carry Over,"$ 65,251",K181,2021
9257,Title I SWP Parent and Family Engagement,"$ 4,424",K181,2021
9258,Title I SWP Summer in the City,"$ 3,094",K181,2021
9259,Title I SWP Translation Services,"$ 2,281",K181,2021
9260,Title IIA Supplemental,"$ 80,271",K181,2021
9261,Title III Immigrant Carryover,"$ 10,994",K181,2021
9262,Title III LEP,"$ 12,366",K181,2021
9263,Title IV Summer Rising Reopening Planning,"$ 3,355",K181,2021
9264,Title IV Well Rounded ELA Math Support,"$ 11,892",K181,2021
9265,TL Arts Studio,$ 560,K181,2021
9266,TL CB School Staff,"$ 137,765",K181,2021
9267,TL Computer Maintenance,"$ 3,381",K181,2021
9268,TL CRRSA COVID Teacher Support,"$ 75,361",K181,2021
9269,TL ELA/Math Student Support,"$ 33,292",K181,2021
9270,TL Fair Student Funding,"$ 4,172,955",K181,2021
9271,TL Implicit Bias Awareness,"$ 2,483",K181,2021
9272,TL Instructional Leadership Framework,"$ 24,568",K181,2021
9273,TL NYSTL Hardware,"$ 5,644",K181,2021
9274,TL NYSTL Library Books,"$ 3,608",K181,2021
9275,TL NYSTL Software,"$ 5,643",K181,2021
9276,TL Parent Coordinator,"$ 54,919",K181,2021
9277,TL Parent Coordinator OTPS,$ 500,K181,2021
9278,TL Periodic Assessment,"$ 1,700",K181,2021
9279,TL RS APE Teacher Shared,"$ 109,504",K181,2021
9280,TL RS IEP Para,"$ 290,217",K181,2021
9281,TL RS IEP Teacher,"$ 99,239",K181,2021
9282,TL RS Mandated Counseling Shared,"$ 48,504",K181,2021
9283,TL RS Mandated Speech Shared,"$ 198,218",K181,2021
9284,TL RS Occupational Therapist PS Shared,"$ 78,516",K181,2021
9285,TL RS Physical Therapist PS Shared,"$ 79,161",K181,2021
9286,TL SBST Shared,"$ 241,612",K181,2021
9287,TL School COVID Planning Supplement,"$ 6,606",K181,2021
9288,TL Specialized Admissions,"$ 1,196",K181,2021
9289,TL Summer in the City Shared,"$ 7,642",K181,2021
9290,TL Translation Services,"$ 1,599",K181,2021
9291,4K for All,"$ 519,253",K181,2020
9292,AIDP,"$ 17,124",K181,2020
9293,Contract for Excellence FY 09,"$ 409,098",K181,2020
9294,ESY Student Summer in the City Services RS,"$ 155,724",K181,2020
9295,High Need Support for Title I,"$ 15,424",K181,2020
9296,IDEA RS IEP Para,"$ 97,812",K181,2020
9297,IDEA SBST Shared,"$ 145,632",K181,2020
9298,Pre-K and 3K Thrive,"$ 16,722",K181,2020
9299,Pre-K SCIS Classes,"$ 237,031",K181,2020
9300,Private Grant 30,"$ 4,334",K181,2020
9301,Rollover Private Grant 33,$ 104,K181,2020
9302,School Support Supplement,"$ 334,507",K181,2020
9303,Title I 1003a Summer,"$ 12,600",K181,2020
9304,Title I SWP,"$ 460,414",K181,2020
9305,Title I SWP Parent and Family Engagement,"$ 4,651",K181,2020
9306,Title I SWP Translation Services,"$ 2,348",K181,2020
9307,Title IIA Supplemental,"$ 87,238",K181,2020
9308,Title III Immigrant,"$ 10,322",K181,2020
9309,Title III LEP,"$ 12,366",K181,2020
9310,Title IV Well Rounded,"$ 91,527",K181,2020
9311,TL Arts Studio,"$ 1,730",K181,2020
9312,TL CB School Staff,"$ 117,538",K181,2020
9313,TL Computer Maintenance,"$ 3,381",K181,2020
9314,TL Continuous Improvement,"$ 16,000",K181,2020
9315,TL E&E MS College Access OTPS,"$ 15,654",K181,2020
9316,TL E&E MS College Access PS,"$ 4,639",K181,2020
9317,TL ELA/Math Student Support,"$ 29,866",K181,2020
9318,TL Fair Student Funding,"$ 4,118,158",K181,2020
9319,TL FSF School to School Transfers Shared,"$ 4,112",K181,2020
9320,TL Instructional Leadership Framework,"$ 24,888",K181,2020
9321,TL Learning and Practicing Tolerance,"$ 1,367",K181,2020
9322,TL MOSL,"$ 1,700",K181,2020
9323,TL MS Task Force,"$ 8,600",K181,2020
9324,TL NYSTL Hardware,$ 394,K181,2020
9325,TL NYSTL Library Books,"$ 3,752",K181,2020
9326,TL NYSTL Software,$ 395,K181,2020
9327,TL Parent Coordinator,"$ 54,407",K181,2020
9328,TL Parent Coordinator OTPS,$ 500,K181,2020
9329,TL Prior Year Encumbrance,$ 760,K181,2020
9330,TL RS APE Teacher Shared,"$ 107,650",K181,2020
9331,TL RS IEP Para,"$ 385,538",K181,2020
9332,TL RS IEP Teacher,"$ 97,187",K181,2020
9333,TL RS Mandated Counseling Shared,"$ 45,448",K181,2020
9334,TL RS Mandated Speech Shared,"$ 193,386",K181,2020
9335,TL RS Occupational Therapist PS Shared,"$ 77,181",K181,2020
9336,TL RS Physical Therapist PS Shared,"$ 77,748",K181,2020
9337,TL RS Speech Sixth Period Coverage,"$ 7,535",K181,2020
9338,TL RS Student Summer In the City Services,"$ 30,832",K181,2020
9339,TL SBST Shared,"$ 239,629",K181,2020
9340,TL School Incentive 2020C2,"$ 24,298",K181,2020
9341,TL School to School Summer Transfers Shared,"$ 16,829",K181,2020
9342,TL Summer in the City Shared,"$ 46,506",K181,2020
9343,TL Summer in the City Support Shared,"$ 13,042",K181,2020
9344,TL Translation Services,"$ 1,379",K181,2020
9345,4K for All,"$ 725,806",K181,2019
9346,4K Thrive,"$ 10,595",K181,2019
9347,AIDP,"$ 18,025",K181,2019
9348,Contract for Excellence FY 09,"$ 361,173",K181,2019
9349,ESY Student Summer in the City Services RS,"$ 95,429",K181,2019
9350,IDEA RS IEP Para,"$ 157,238",K181,2019
9351,IDEA SBST Shared,"$ 140,158",K181,2019
9352,Private Grant 32,$ 123,K181,2019
9353,School Support Supplement,"$ 290,104",K181,2019
9354,Sequester Aid IDEA RS IEP Paras,"$ 16,676",K181,2019
9355,Sequester/2010 Census Title I SWP,"$ 16,078",K181,2019
9356,Sequester/2010 Census Title IIA,"$ 27,673",K181,2019
9357,Title I 1003a Summer,"$ 16,979",K181,2019
9358,Title I Priority/Focus SWP,"$ 153,319",K181,2019
9359,Title I Priority/Focus SWP Parent Education,"$ 46,352",K181,2019
9360,Title I SWP,"$ 468,957",K181,2019
9361,Title I SWP Parent and Family Engagement,"$ 4,737",K181,2019
9362,Title I SWP Summer in the City,"$ 23,942",K181,2019
9363,Title I SWP Translation Services,"$ 2,329",K181,2019
9364,Title IIA Supplemental,"$ 74,718",K181,2019
9365,Title III Immigrant,"$ 12,776",K181,2019
9366,Title III LEP,"$ 14,542",K181,2019
9367,TL Arts Studio,"$ 1,700",K181,2019
9368,TL CB Per Session Per Diem Prep,"$ 1,967",K181,2019
9369,TL CB School Staff,"$ 121,554",K181,2019
9370,TL CB School Staff PK,"$ 7,361",K181,2019
9371,TL CB School Staff Related Services,"$ 4,736",K181,2019
9372,TL Computer Maintenance,"$ 3,876",K181,2019
9373,TL Core Curriculum Support,"$ 1,573",K181,2019
9374,TL E&E MS College Access OTPS,"$ 13,600",K181,2019
9375,TL E&E MS College Access PS,"$ 4,603",K181,2019
9376,TL ELA/Math Student Support,"$ 28,355",K181,2019
9377,TL Fair Student Funding,"$ 3,718,112",K181,2019
9378,TL FSF Floor Raise,"$ 107,086",K181,2019
9379,TL GE CB School Staff,"$ 40,123",K181,2019
9380,TL MOSL,"$ 1,700",K181,2019
9381,TL NYSTL Hardware,"$ 6,950",K181,2019
9382,TL NYSTL Library Books,"$ 4,081",K181,2019
9383,TL NYSTL Software,"$ 6,681",K181,2019
9384,TL NYSTL Textbooks,"$ 2,011",K181,2019
9385,TL Parent Coordinator,"$ 51,124",K181,2019
9386,TL Parent Coordinator OTPS,$ 500,K181,2019
9387,TL Potential Mid Year Adj to be Repaid,"$ 9,717",K181,2019
9388,TL RS APE Teacher Shared,"$ 103,368",K181,2019
9389,TL RS IEP Para,"$ 331,610",K181,2019
9390,TL RS IEP Teacher,"$ 93,341",K181,2019
9391,TL RS Mandated Counseling Shared,"$ 61,236",K181,2019
9392,TL RS Mandated Speech Shared,"$ 187,274",K181,2019
9393,TL RS Occupational Therapist PS Shared,"$ 75,145",K181,2019
9394,TL RS Physical Therapist PS Shared,"$ 75,864",K181,2019
9395,TL RS Student Summer In the City Services,"$ 25,174",K181,2019
9396,TL SBST Shared,"$ 210,864",K181,2019
9397,TL School Incentive 2019,"$ 23,336",K181,2019
9398,TL School to School Summer Transfers Shared,"$ 14,818",K181,2019
9399,TL SE CB School Staff,"$ 28,073",K181,2019
