,location_code,fiscal_year,allocation_category,amount
1,M123,2022,CRRSA Computer Maintenance,$ 716
2,M123,2022,CRRSA CRSE Arts Studio,$ 321
3,M123,2022,CRRSA Restoration Arts Studio,$ 814
4,M123,2022,CRRSA SHSAT,$ 211
5,M123,2022,CRRSA Situation Room,"$ 8,541"
6,M123,2022,Funds Pub Schl 338 - Teaching Matters,"$ 15,000"
7,M123,2022,High Need Support for Title I,"$ 11,428"
8,M123,2022,High Need Support for Title I STH,"$ 4,617"
9,M123,2022,IDEA RS IEP Para,"$ 12,205"
10,M123,2022,IDEA SBST Shared,"$ 146,390"
11,M123,2022,Private Grant 50 - UFTTC City Council Grant,"$ 12,332"
12,M123,2022,Rollover Smart Schools Bond Act,"$ 19,217"
13,M123,2022,School Support Supplement,"$ 280,761"
14,M123,2022,Title I SWP,"$ 276,048"
15,M123,2022,Title I SWP Carry Over,"$ 36,138"
16,M123,2022,Title I SWP Carry Over Parent and Family Engage,"$ 1,370"
17,M123,2022,Title I SWP Parent and Family Engagement,"$ 2,760"
18,M123,2022,Title I SWP STH,"$ 111,526"
19,M123,2022,Title I SWP Translation Services,"$ 2,224"
20,M123,2022,Title IIA Supplemental,"$ 54,380"
21,M123,2022,Title III LEP,"$ 12,000"
22,M123,2022,Title III Summer Rising ML Support,"$ 7,839"
23,M123,2022,Title IV Fall Reopening Planning Grant,"$ 6,482"
24,M123,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179"
25,M123,2022,Title IV Well Rounded ELA Math Support,"$ 9,738"
26,M123,2022,TL CB School Staff,"$ 157,233"
27,M123,2022,TL CFES SBST Clustering,"$ 108,762"
0,M123,2022,TL Computer Maintenance,"$ 3,480"
1,M123,2022,TL CRRSA COVID MYA Register Relief,"$ 46,822"
2,M123,2022,TL ELA/Math Student Support,"$ 28,193"
3,M123,2022,TL Fair Student Funding,"$ 3,598,546"
4,M123,2022,TL MOSL,"$ 1,500"
5,M123,2022,TL NYSTL Library Books,"$ 2,260"
6,M123,2022,TL Parent Coordinator,"$ 44,028"
7,M123,2022,TL Parent Coordinator OTPS,$ 500
8,M123,2022,TL RS IEP Para,"$ 156,497"
9,M123,2022,TL RS IEP Teacher,"$ 94,333"
10,M123,2022,TL RS Mandated Counseling Shared,"$ 28,398"
11,M123,2022,TL RS Mandated Speech Shared,"$ 206,165"
12,M123,2022,TL RS Occupational Therapist PS Shared,"$ 81,110"
13,M123,2022,TL RS Physical Therapist PS Shared,"$ 77,023"
14,M123,2022,TL RS Speech Sixth Period Coverage,"$ 19,982"
15,M123,2022,TL SBST Shared,"$ 80,983"
16,M123,2022,TL Situation Room,"$ 1,412"
17,M123,2022,TL Specialized Admissions,"$ 1,269"
18,M123,2022,TL Summer Rising Shared,"$ 8,968"
19,M123,2022,TL Summer Rising Support Shared,"$ 2,927"
20,M123,2022,TL Teacher Career Pathway - Subsidy Allocation,"$ 9,375"
21,M123,2022,TL Translation Services,"$ 1,558"
0,M123,2021,3K for All,"$ 437,339"
1,M123,2021,4K for All,"$ 437,339"
2,M123,2021,AIDP STH School and Site Based Shared,"$ 69,002"
3,M123,2021,Contract for Excellence FY 09,"$ 302,140"
4,M123,2021,High Need Support for Title I,"$ 13,782"
5,M123,2021,IDEA RS IEP Para,"$ 14,069"
6,M123,2021,IDEA SBST Shared,"$ 147,128"
7,M123,2021,School Support Supplement,"$ 275,073"
8,M123,2021,Title I STH,"$ 13,200"
9,M123,2021,Title I STH Carry Over,"$ 13,200"
10,M123,2021,Title I SWP,"$ 344,172"
11,M123,2021,Title I SWP Carry Over,"$ 33,946"
12,M123,2021,Title I SWP Parent and Family Engagement,"$ 7,034"
13,M123,2021,Title I SWP Summer in the City,"$ 2,872"
14,M123,2021,Title I SWP Translation Services,"$ 2,227"
15,M123,2021,Title IIA Supplemental,"$ 64,675"
16,M123,2021,Title III Immigrant Carryover,"$ 6,304"
17,M123,2021,Title III LEP,"$ 12,366"
18,M123,2021,Title IV Summer Rising Reopening Planning,"$ 2,716"
19,M123,2021,Title IV Well Rounded ELA Math Support,"$ 9,175"
20,M123,2021,TL Arts Studio,$ 560
0,M123,2021,TL CB School Staff,"$ 84,806"
1,M123,2021,TL Computer Maintenance,"$ 5,290"
2,M123,2021,TL Covid MY Register Loss Restoration,"$ 74,278"
3,M123,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 222,835"
4,M123,2021,TL CRRSA COVID Teacher Support,"$ 83,658"
5,M123,2021,TL ELA/Math Student Support,"$ 25,686"
6,M123,2021,TL Fair Student Funding,"$ 3,262,516"
7,M123,2021,TL Implicit Bias Awareness,"$ 2,071"
8,M123,2021,TL Instructional Leadership Framework,"$ 18,938"
9,M123,2021,TL NYSTL Hardware,"$ 3,800"
10,M123,2021,TL NYSTL Library Books,"$ 2,472"
11,M123,2021,TL NYSTL Software,"$ 1,750"
12,M123,2021,TL Parent Coordinator,"$ 44,028"
13,M123,2021,TL Parent Coordinator OTPS,$ 500
14,M123,2021,TL Periodic Assessment,"$ 1,500"
15,M123,2021,TL RS IEP Para,"$ 218,461"
16,M123,2021,TL RS IEP Teacher,"$ 88,018"
17,M123,2021,TL RS Mandated Counseling Shared,"$ 57,681"
18,M123,2021,TL RS Mandated Speech Shared,"$ 198,218"
19,M123,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
20,M123,2021,TL RS Physical Therapist PS Shared,"$ 75,454"
21,M123,2021,TL SBST Shared,"$ 137,370"
22,M123,2021,TL School COVID Planning Supplement,"$ 5,596"
23,M123,2021,TL Specialized Admissions,$ 685
24,M123,2021,TL Summer in the City Shared,"$ 5,521"
25,M123,2021,TL Translation Services,"$ 1,561"
0,M123,2020,3K for All,"$ 443,639"
1,M123,2020,4K for All,"$ 426,639"
2,M123,2020,AIDP Family Worker Per Session,$ 858
3,M123,2020,AIDP STH School and Site Based Shared,"$ 69,456"
4,M123,2020,Contract for Excellence FY 09,"$ 302,140"
5,M123,2020,High Need Support for Title I,"$ 13,890"
6,M123,2020,IDEA RS IEP Para,"$ 92,025"
7,M123,2020,IDEA SBST Shared,"$ 145,632"
8,M123,2020,School Support Supplement,"$ 264,775"
9,M123,2020,Title I 1003a Summer,"$ 12,600"
10,M123,2020,Title I SWP,"$ 338,963"
11,M123,2020,Title I SWP Parent and Family Engagement,"$ 3,424"
12,M123,2020,Title I SWP Summer in the City,"$ 32,674"
13,M123,2020,Title I SWP Teacher Leadership,"$ 10,610"
14,M123,2020,Title I SWP Translation Services,"$ 2,324"
15,M123,2020,Title IIA Supplemental,"$ 70,289"
16,M123,2020,Title III Immigrant,"$ 6,936"
17,M123,2020,Title III LEP,"$ 12,366"
18,M123,2020,Title IV Well Rounded,"$ 66,137"
19,M123,2020,TL Arts Studio,$ 865
20,M123,2020,TL CB School Staff,"$ 67,891"
0,M123,2020,TL Computer Maintenance,"$ 5,290"
1,M123,2020,TL Continuous Improvement,"$ 16,000"
2,M123,2020,TL E&E Algebra for All,"$ 1,696"
3,M123,2020,TL E&E MS College Access OTPS,"$ 10,920"
4,M123,2020,TL E&E MS College Access PS,"$ 4,639"
5,M123,2020,TL ELA/Math Student Support,"$ 23,907"
6,M123,2020,TL Fair Student Funding,"$ 3,512,428"
7,M123,2020,TL Implicit Bias CCER,"$ 1,077"
8,M123,2020,TL Instructional Leadership Framework,"$ 19,097"
9,M123,2020,TL Instructional Leadership Program Support,"$ 13,225"
10,M123,2020,TL LEAP,"$ 2,274"
11,M123,2020,TL Long Term Absence,"$ 4,927"
12,M123,2020,TL MOSL,"$ 1,500"
13,M123,2020,TL NYSTL Library Books,"$ 2,583"
14,M123,2020,TL Parent Coordinator,"$ 43,610"
15,M123,2020,TL Parent Coordinator OTPS,$ 500
16,M123,2020,TL Potential Mid Year Adj to be Repaid,"$ 124,599"
17,M123,2020,TL RS IEP Para,"$ 38,197"
18,M123,2020,TL RS IEP Teacher,"$ 85,203"
19,M123,2020,TL RS Mandated Counseling Shared,"$ 59,732"
20,M123,2020,TL RS Mandated Speech Shared,"$ 193,386"
21,M123,2020,TL RS Occupational Therapist PS Shared,"$ 77,181"
22,M123,2020,TL RS Physical Therapist PS Shared,"$ 74,953"
23,M123,2020,TL RS Speech Sixth Period Coverage,"$ 24,932"
24,M123,2020,TL SBST PITs Shared,"$ 53,275"
25,M123,2020,TL SBST Shared,"$ 129,202"
26,M123,2020,TL School to School Summer Transfers Shared,"$ 3,451"
27,M123,2020,TL SE Transitional Funding,"$ 8,041"
0,M123,2020,TL Summer in the City Community Schools,"$ 23,009"
1,M123,2020,TL Summer in the City Shared,"$ 43,093"
2,M123,2020,TL Summer in the City Support Shared,"$ 5,135"
3,M123,2020,TL Time and Attendance,$ 125
4,M123,2020,TL Translation Services,"$ 1,365"
0,M123,2019,3K for All,"$ 284,012"
1,M123,2019,4K for All,"$ 414,072"
2,M123,2019,AIDP Attendance Shared,"$ 138,934"
3,M123,2019,AIDP STH School and Site Based Shared,"$ 67,980"
4,M123,2019,Contract for Excellence FY 09,"$ 268,954"
5,M123,2019,IDEA RS IEP Para,"$ 173,227"
6,M123,2019,IDEA SBST Shared,"$ 140,158"
7,M123,2019,OASAS Sub Abuse,"$ 98,634"
8,M123,2019,Rollover TI SIG Cohort 4 Yr 5 Transform (05M123),"$ 11,426"
9,M123,2019,School Support Supplement,"$ 243,150"
10,M123,2019,Sequester Aid IDEA RS IEP Paras,"$ 3,574"
11,M123,2019,Sequester/2010 Census Title I SWP,"$ 14,107"
12,M123,2019,Sequester/2010 Census Title IIA,"$ 14,732"
13,M123,2019,Title I Priority/Focus SWP,"$ 109,241"
14,M123,2019,Title I Priority/Focus SWP Parent Education,"$ 32,972"
15,M123,2019,Title I SWP,"$ 328,588"
16,M123,2019,Title I SWP Parent and Family Engagement,"$ 3,319"
17,M123,2019,Title I SWP Renewal School Teacher Leadership,"$ 10,607"
18,M123,2019,Title I SWP Summer in the City,"$ 15,961"
19,M123,2019,Title I SWP Translation Services,"$ 2,298"
20,M123,2019,Title IIA Supplemental,"$ 60,202"
0,M123,2019,Title III LEP,"$ 12,366"
1,M123,2019,TL Arts Studio,"$ 2,550"
2,M123,2019,TL CB Per Session Per Diem Prep,"$ 2,813"
3,M123,2019,TL CB School Staff,"$ 30,586"
4,M123,2019,TL CB School Staff PK,"$ 5,050"
5,M123,2019,TL CB School Staff Related Services,"$ 3,060"
6,M123,2019,TL Computer Maintenance,"$ 9,427"
7,M123,2019,TL Core Curriculum Support,"$ 2,431"
8,M123,2019,TL E&E MS College Access OTPS,"$ 11,108"
9,M123,2019,TL E&E MS College Access PS,"$ 4,603"
10,M123,2019,TL ELA/Math Student Support,"$ 22,635"
11,M123,2019,TL Fair Student Funding,"$ 3,540,992"
12,M123,2019,TL FSF Post-IEP Support,$ 490
13,M123,2019,TL GE CB School Staff,"$ 38,727"
14,M123,2019,TL Implicit Bias Awareness,"$ 1,304"
15,M123,2019,TL MOSL,"$ 1,500"
16,M123,2019,TL NYSTL Library Books,"$ 2,760"
17,M123,2019,TL Parent Coordinator,"$ 40,929"
18,M123,2019,TL Parent Coordinator OTPS,$ 500
19,M123,2019,TL Renewal ELT,"$ 251,611"
20,M123,2019,TL RS IEP Para,"$ 69,843"
21,M123,2019,TL RS IEP Teacher,"$ 83,391"
22,M123,2019,TL RS Mandated Counseling Shared,"$ 62,486"
23,M123,2019,TL RS Mandated Speech Shared,"$ 187,274"
24,M123,2019,TL RS Occupational Therapist PS Shared,"$ 75,145"
25,M123,2019,TL RS Physical Therapist PS Shared,"$ 70,896"
26,M123,2019,TL RS Speech Sixth Period Coverage,"$ 23,117"
27,M123,2019,TL SBST Shared,"$ 114,036"
0,M123,2019,TL School Incentive 2019,"$ 20,848"
1,M123,2019,TL School to School Summer Transfers Shared,"$ 28,034"
2,M123,2019,TL SE CB School Staff,"$ 20,977"
3,M123,2019,TL SE Transitional Funding,"$ 32,164"
4,M123,2019,TL Strong Schools Strong Communities,"$ 16,000"
5,M123,2019,TL Summer in the City Community Schools,"$ 36,276"
6,M123,2019,TL Summer in the City Shared,"$ 34,287"
7,M123,2019,TL Summer in the City Support Shared,"$ 4,555"
8,M123,2019,TL Temporary Shortfall Per Diem,"$ 15,000"
9,M123,2019,TL Temporary Shortfall Per Session-OTPS,"$ 144,081"
10,M123,2019,TL Time and Attendance,"$ 1,375"
11,M123,2019,TL Translation Services,"$ 1,349"
12,M123,2019,TL Vision for School Improvement,"$ 19,097"
0,M123,2018,AIDP Attendance Shared,"$ 130,303"
1,M123,2018,AIDP STH School and Site Based Shared,"$ 126,318"
2,M123,2018,Contract for Excellence FY 09,"$ 268,954"
3,M123,2018,IDEA RS IEP Para,"$ 51,122"
4,M123,2018,IDEA SBST Shared,"$ 71,638"
5,M123,2018,Learning Technology Grant 60,"$ 47,586"
6,M123,2018,MBK FCEP D5 State Misc 76,"$ 1,785"
7,M123,2018,OASAS Sub Abuse,"$ 97,950"
8,M123,2018,OASAS Sub Abuse OTPS,$ 900
9,M123,2018,Pre-K,"$ 314,607"
10,M123,2018,Rollover TI SIG Coh4Yr4 Transform(05M123),"$ 47,375"
11,M123,2018,School Support Supplement,"$ 240,419"
12,M123,2018,Sequester Aid IDEA RS IEP Paras,"$ 4,714"
13,M123,2018,Sequester/2010 Census Title I SWP,"$ 13,725"
14,M123,2018,Sequester/2010 Census Title IIA,"$ 21,394"
15,M123,2018,TI SIG Cohort 4 Yr 5 Transformation (05M123),"$ 213,574"
16,M123,2018,Title I Priority/Focus SWP,"$ 93,089"
17,M123,2018,Title I Priority/Focus SWP Parent Education,"$ 25,943"
18,M123,2018,Title I SWP,"$ 319,737"
19,M123,2018,Title I SWP Parent Involvement,"$ 3,230"
20,M123,2018,Title I SWP Summer in the City,"$ 15,302"
0,M123,2018,Title I SWP Translation Services,"$ 2,477"
1,M123,2018,Title IIA Supplemental,"$ 83,174"
2,M123,2018,Title III Immigrant,"$ 5,620"
3,M123,2018,Title III LEP,"$ 13,518"
4,M123,2018,TL Arts Studio,"$ 2,330"
5,M123,2018,TL CB School Staff,"$ 56,005"
6,M123,2018,TL Computer Maintenance,"$ 9,290"
7,M123,2018,TL Core Curriculum Support,"$ 2,288"
8,M123,2018,TL E&E MS College Access,"$ 14,943"
9,M123,2018,TL E&E Universal Literacy,"$ 16,186"
10,M123,2018,TL ELA/Math Student Support,"$ 26,970"
11,M123,2018,TL Fair Student Funding,"$ 4,062,675"
12,M123,2018,TL FSF Post-IEP Support,$ 980
13,M123,2018,TL FSF School to School Transfers Shared,"$ 1,590"
14,M123,2018,TL Middle School Arts Matter OTPS,"$ 3,700"
15,M123,2018,TL Middle School Arts Matter Teachers,"$ 10,369"
16,M123,2018,TL MOSL,"$ 1,700"
17,M123,2018,TL NYSTL Library Books,"$ 2,866"
18,M123,2018,TL NYSTL Textbooks,"$ 1,263"
19,M123,2018,TL Parent Coordinator,"$ 40,929"
20,M123,2018,TL Parent Coordinator OTPS,$ 500
21,M123,2018,TL Renewal ELA/Math Student Support,"$ 13,842"
22,M123,2018,TL Renewal ELT,"$ 246,811"
23,M123,2018,TL RS IEP Para,"$ 170,869"
24,M123,2018,TL RS IEP Teacher,"$ 82,949"
25,M123,2018,TL RS Mandated Counseling Shared,"$ 70,781"
26,M123,2018,TL RS Mandated Speech Shared,"$ 180,332"
27,M123,2018,TL RS Occupational Therapist PS Shared,"$ 65,187"
0,M123,2018,TL RS Physical Therapist PS Shared,"$ 69,336"
1,M123,2018,TL RS Speech Sixth Period Coverage,"$ 21,894"
2,M123,2018,TL Salary Subsidy 2018,"$ 14,530"
3,M123,2018,TL SBST Shared,"$ 167,899"
4,M123,2018,TL School Incentive 2019,"$ 41,475"
5,M123,2018,TL School to School Summer Transfers Shared,"$ 3,714"
6,M123,2018,TL SE Transitional Funding,"$ 32,164"
7,M123,2018,TL Strong Schools Strong Communities,"$ 16,000"
8,M123,2018,TL Summer in the City Community Schools,"$ 21,479"
9,M123,2018,TL Summer in the City Shared,"$ 27,326"
10,M123,2018,TL Summer in the City Support Shared,$ 926
11,M123,2018,TL Temporary Shortfall Per Diem,"$ 40,000"
12,M123,2018,TL Translation Services,"$ 1,454"
13,M123,2018,TL Vision for School Improvement,"$ 19,097"
14,M123,2018,Universal PreK Quality Full-Day,"$ 308,664"
0,M092,2022,4K for All,"$ 247,780"
1,M092,2022,AIDP STH School and Site Based Shared,"$ 57,818"
2,M092,2022,ARPA Academic Recovery,"$ 100,014"
3,M092,2022,ARPA Academic Recovery AP Summer Rising,"$ 17,990"
4,M092,2022,ARPA Academic Recovery Arts,"$ 25,003"
5,M092,2022,ARPA Academic Recovery SE After-School Instruction,"$ 26,577"
6,M092,2022,ARPA Academic Recovery SE Counseling,"$ 2,291"
7,M092,2022,ARPA Academic Recovery SE Intervention Training,"$ 2,624"
8,M092,2022,ARPA Academic Recovery SE Planning Prep,"$ 2,751"
9,M092,2022,ARPA Academic Recovery SE RS Related Services,"$ 10,440"
10,M092,2022,ARPA COVID Staffing Support,"$ 28,264"
11,M092,2022,ARPA Election Day Remote Planning,"$ 1,597"
12,M092,2022,ARPA LA Initial Register Relief,"$ 4,907"
13,M092,2022,ARPA School COVID Planning Expansion,"$ 10,877"
14,M092,2022,Contract for Excellence FY 09,"$ 70,150"
15,M092,2022,CRRSA Computer Maintenance,"$ 1,098"
16,M092,2022,CRRSA Situation Room,"$ 2,050"
17,M092,2022,Funds Pub Schl 355 - Carmell Hill,"$ 10,986"
18,M092,2022,High Need Support for Title I,"$ 6,418"
19,M092,2022,High Need Support for Title I STH,"$ 1,113"
20,M092,2022,IDEA RS IEP Para,"$ 48,820"
0,M092,2022,IDEA SBST Shared,"$ 154,225"
1,M092,2022,Rollover Smart Schools Bond Act,"$ 10,690"
2,M092,2022,Rollover Title IV Community Coordinator,"$ 14,713"
3,M092,2022,School Support Supplement,"$ 190,746"
4,M092,2022,State Misc 05-Empire State After Sch Prog Rnd 2 D5,"$ 13,743"
5,M092,2022,Title I SWP,"$ 155,029"
6,M092,2022,Title I SWP Carry Over,"$ 20,295"
7,M092,2022,Title I SWP Carry Over Parent and Family Engage,$ 769
8,M092,2022,Title I SWP Parent and Family Engagement,"$ 1,550"
9,M092,2022,Title I SWP STH,"$ 26,893"
10,M092,2022,Title I SWP Translation Services,"$ 1,600"
11,M092,2022,Title IIA Supplemental,"$ 36,840"
12,M092,2022,Title IV Community Coordinator,"$ 86,596"
13,M092,2022,Title IV Fall Reopening Planning Grant,"$ 4,816"
14,M092,2022,Title IV Well Rounded ELA Math Support,"$ 3,689"
15,M092,2022,TL 09 C4E ICT,"$ 71,081"
16,M092,2022,TL Bridging the Gap,"$ 108,762"
17,M092,2022,TL CB School Staff,"$ 57,266"
18,M092,2022,TL Computer Maintenance,"$ 5,337"
19,M092,2022,TL ELA/Math Student Support,"$ 10,681"
20,M092,2022,TL Fair Student Funding,"$ 1,921,049"
21,M092,2022,TL FSF School to School Transfers Shared HS,"$ 33,197"
22,M092,2022,TL Funds Over Formula,"$ 266,820"
23,M092,2022,TL MOSL,"$ 1,500"
24,M092,2022,TL NYSTL Library Books,"$ 1,271"
25,M092,2022,TL Parent Coordinator,"$ 37,107"
26,M092,2022,TL Parent Coordinator OTPS,$ 500
27,M092,2022,TL RS IEP Para,"$ 133,952"
0,M092,2022,TL RS IEP Teacher,"$ 103,084"
1,M092,2022,TL RS Mandated Counseling Shared,"$ 56,162"
2,M092,2022,TL RS Mandated Speech Shared,"$ 206,166"
3,M092,2022,TL RS Occupational Therapist PS Shared,"$ 81,110"
4,M092,2022,TL SBST Shared,"$ 34,244"
5,M092,2022,TL Situation Room,"$ 1,129"
6,M092,2022,TL Terminal and Paid Leaves,"$ 5,138"
7,M092,2022,TL Translation Services,"$ 1,121"
0,M092,2021,4K for All,"$ 231,677"
1,M092,2021,AIDP STH School and Site Based Shared,"$ 53,662"
2,M092,2021,Contract for Excellence FY 09,"$ 70,150"
3,M092,2021,Funds Pub Schl 16 - STAR-AR Program - Carmel Hill,"$ 3,364"
4,M092,2021,High Need Support for Title I,"$ 8,036"
5,M092,2021,IDEA RS IEP Para,"$ 70,345"
6,M092,2021,IDEA SBST Shared,"$ 147,128"
7,M092,2021,Rollover Title IV Community Coordinator,"$ 13,249"
8,M092,2021,School Support Supplement,"$ 185,343"
9,M092,2021,State Misc 05-Empire State After Schl Prg Rnd2 D5,"$ 13,743"
10,M092,2021,Title I STH,"$ 4,800"
11,M092,2021,Title I STH Carry Over,"$ 4,800"
12,M092,2021,Title I SWP,"$ 203,589"
13,M092,2021,Title I SWP Carry Over,"$ 22,692"
14,M092,2021,Title I SWP Parent and Family Engagement,"$ 4,128"
15,M092,2021,Title I SWP Summer in the City,$ 857
16,M092,2021,Title I SWP Translation Services,"$ 1,606"
17,M092,2021,Title IIA Supplemental,"$ 43,815"
18,M092,2021,Title IV Community Coordinator,"$ 77,979"
19,M092,2021,Title IV Summer Rising Reopening Planning,"$ 1,991"
20,M092,2021,Title IV Well Rounded ELA Math Support,"$ 3,991"
0,M092,2021,TL 09 C4E ICT,"$ 142,163"
1,M092,2021,TL Bridging the Gap,"$ 104,088"
2,M092,2021,TL CB School Staff,"$ 15,756"
3,M092,2021,TL Computer Maintenance,"$ 2,254"
4,M092,2021,TL Covid MY Register Loss Restoration,"$ 4,904"
5,M092,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 14,711"
6,M092,2021,TL CRRSA COVID Teacher Support,"$ 185,545"
7,M092,2021,TL ELA/Math Student Support,"$ 11,173"
8,M092,2021,TL Fair Student Funding,"$ 1,886,962"
9,M092,2021,TL FSF School to School Transfers Shared,"$ 43,649"
10,M092,2021,TL FSF School to School Transfers Shared HS,"$ 21,689"
11,M092,2021,TL Funds Over Formula,"$ 326,110"
12,M092,2021,TL Implicit Bias Awareness,"$ 1,442"
13,M092,2021,TL Instructional Leadership Framework,"$ 18,938"
14,M092,2021,TL NYSTL Library Books,"$ 1,403"
15,M092,2021,TL NYSTL Software,$ 174
16,M092,2021,TL Parent Coordinator,"$ 37,107"
17,M092,2021,TL Parent Coordinator OTPS,$ 500
18,M092,2021,TL Periodic Assessment,"$ 1,500"
19,M092,2021,TL Physical Education Initiative - Cohort 2,"$ 31,573"
20,M092,2021,TL RS IEP Para,"$ 134,484"
21,M092,2021,TL RS IEP Teacher,"$ 95,676"
22,M092,2021,TL RS Mandated Counseling Shared,"$ 72,101"
23,M092,2021,TL RS Mandated Speech Shared,"$ 198,218"
24,M092,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
25,M092,2021,TL SBST Shared,"$ 33,559"
26,M092,2021,TL School COVID Planning Supplement,"$ 4,071"
27,M092,2021,TL Summer in the City Shared,"$ 3,228"
0,M092,2021,TL Translation Services,"$ 1,125"
0,M092,2020,4K for All,"$ 226,278"
1,M092,2020,AIDP Family Worker Per Session,$ 858
2,M092,2020,AIDP STH School and Site Based Shared,"$ 54,017"
3,M092,2020,Contract for Excellence FY 09,"$ 70,150"
4,M092,2020,High Need Support for Title I,"$ 8,208"
5,M092,2020,IDEA RS IEP Para,"$ 86,271"
6,M092,2020,IDEA SBST Shared,"$ 145,632"
7,M092,2020,Rollover Title IV Community Coordinator,"$ 14,157"
8,M092,2020,School Support Supplement,"$ 177,804"
9,M092,2020,State Misc 05 -Empire State After School,"$ 13,743"
10,M092,2020,Title I SWP,"$ 200,296"
11,M092,2020,Title I SWP Parent and Family Engagement,"$ 2,023"
12,M092,2020,Title I SWP Translation Services,"$ 1,690"
13,M092,2020,Title IIA Supplemental,"$ 47,618"
14,M092,2020,Title IV Community Coordinator,"$ 83,277"
15,M092,2020,TL 09 C4E CTT,"$ 142,163"
16,M092,2020,TL Bridging the Gap,"$ 103,102"
17,M092,2020,TL CB School Staff,"$ 21,468"
18,M092,2020,TL Computer Maintenance,"$ 2,254"
19,M092,2020,TL Continuous Improvement,"$ 16,000"
20,M092,2020,TL E&E Algebra for All,"$ 5,000"
0,M092,2020,TL E&E District Charter Collaborative,"$ 10,217"
1,M092,2020,TL ELA/Math Student Support,"$ 11,161"
2,M092,2020,TL Fair Student Funding,"$ 1,987,116"
3,M092,2020,TL FSF School to School Transfers Shared,"$ 20,603"
4,M092,2020,TL Funds Over Formula,"$ 380,628"
5,M092,2020,TL Instructional Leadership Framework,"$ 19,097"
6,M092,2020,TL MOSL,"$ 1,500"
7,M092,2020,TL NYSTL Hardware,"$ 1,088"
8,M092,2020,TL NYSTL Library Books,"$ 1,482"
9,M092,2020,TL NYSTL Software,"$ 1,088"
10,M092,2020,TL Parent Coordinator,"$ 36,762"
11,M092,2020,TL Parent Coordinator OTPS,$ 500
12,M092,2020,TL Physical Education Initiative - Cohort 2,"$ 61,272"
13,M092,2020,TL RS IEP Para,"$ 219,690"
14,M092,2020,TL RS IEP Teacher,"$ 92,837"
15,M092,2020,TL RS Mandated Counseling Shared,"$ 81,806"
16,M092,2020,TL RS Mandated Speech Shared,"$ 193,386"
17,M092,2020,TL RS Occupational Therapist PS Shared,"$ 88,223"
18,M092,2020,TL SBST Shared,"$ 33,956"
19,M092,2020,TL Summer in the City Shared,"$ 1,508"
20,M092,2020,TL Translation Services,$ 992
0,M092,2019,4K for All,"$ 217,183"
1,M092,2019,AIDP,"$ 24,903"
2,M092,2019,AIDP STH School and Site Based Shared,"$ 52,880"
3,M092,2019,Contract for Excellence FY 09,"$ 70,150"
4,M092,2019,IDEA RS IEP Para,"$ 61,763"
5,M092,2019,IDEA SBST Shared,"$ 140,158"
6,M092,2019,School Support Supplement,"$ 160,603"
7,M092,2019,Sequester Aid IDEA RS IEP Paras,"$ 8,032"
8,M092,2019,Sequester/2010 Census Title I SWP,"$ 8,158"
9,M092,2019,Sequester/2010 Census Title IIA,"$ 15,312"
10,M092,2019,State Misc 05 - Empire State After School,"$ 13,743"
11,M092,2019,Title I SWP,"$ 190,027"
12,M092,2019,Title I SWP Parent and Family Engagement,"$ 1,919"
13,M092,2019,Title I SWP Translation Services,"$ 1,663"
14,M092,2019,Title IIA Supplemental,"$ 40,784"
15,M092,2019,TL 09 C4E CTT,"$ 142,163"
16,M092,2019,TL Arts Studio,$ 850
17,M092,2019,TL CB Per Session Per Diem Prep,$ 351
18,M092,2019,TL CB School Staff,"$ 25,866"
19,M092,2019,TL CB School Staff PK,"$ 2,055"
20,M092,2019,TL CB School Staff Related Services,"$ 1,974"
0,M092,2019,TL Computer Maintenance,"$ 3,505"
1,M092,2019,TL Core Curriculum Support,$ 572
2,M092,2019,TL Deferred Program Planning Initiative,"$ 22,154"
3,M092,2019,TL E&E District Charter Collaborative,"$ 14,875"
4,M092,2019,TL ELA/Math Student Support,"$ 11,922"
5,M092,2019,TL Fair Student Funding,"$ 2,115,963"
6,M092,2019,TL FSF School to School Transfers Shared,"$ 20,601"
7,M092,2019,TL Funds Over Formula,"$ 451,735"
8,M092,2019,TL GE CB School Staff,"$ 24,028"
9,M092,2019,TL MOSL,"$ 1,500"
10,M092,2019,TL NYSTL Library Books,"$ 1,539"
11,M092,2019,TL Parent Coordinator,"$ 35,592"
12,M092,2019,TL Parent Coordinator OTPS,$ 500
13,M092,2019,TL Physical Education Initiative - Cohort 2,"$ 89,370"
14,M092,2019,TL Physical Education Initiative Support,$ 740
15,M092,2019,TL RS IEP Para,"$ 236,165"
16,M092,2019,TL RS IEP Teacher,"$ 89,370"
17,M092,2019,TL RS Mandated Counseling Shared,"$ 82,481"
18,M092,2019,TL RS Mandated Speech Shared,"$ 93,637"
19,M092,2019,TL RS Occupational Therapist PS Shared,"$ 75,145"
20,M092,2019,TL RS Speech Sixth Period Coverage,$ 964
21,M092,2019,TL SBST Shared,"$ 32,451"
22,M092,2019,TL SE CB School Staff,"$ 21,196"
