,allocation_category,amount,location_code,fiscal_year
6802,Contract for Excellence FY 09,"$ 34,082",Q067,2018
6803,OASAS County Initiative Prevention,"$ 8,889",Q067,2018
6804,OASAS Sub Abuse,"$ 89,010",Q067,2018
6805,OASAS Sub Abuse OTPS,$ 900,Q067,2018
6806,Private Grant 45,$ 687,Q067,2018
6807,Private PTA Grant 01,"$ 6,000",Q067,2018
6808,Private PTA Grant 07,"$ 6,000",Q067,2018
6809,Rollover SM 66 Brothers Keeper D26,"$ 2,000",Q067,2018
6810,Self Sustaining 55,"$ 2,148",Q067,2018
6811,Sequester Aid Title I STH for Non-Title I Schools,$ 819,Q067,2018
6812,Title I STH for Non Title I Schools,"$ 7,763",Q067,2018
6813,Title III Translation Services,"$ 3,634",Q067,2018
6814,TL 09 C4E CTT,"$ 92,406",Q067,2018
6815,TL Arts Studio,"$ 5,825",Q067,2018
6816,TL CB School Staff,"$ 8,788",Q067,2018
6817,TL Computer Maintenance,"$ 10,126",Q067,2018
6818,TL Deferred Program Planning Initiative,"$ 40,000",Q067,2018
6819,TL ELA/Math Student Support,"$ 8,033",Q067,2018
6820,TL Fair Student Funding,"$ 4,829,019",Q067,2018
6821,TL FSF Legacy Teacher Supplement,"$ 7,975",Q067,2018
6822,TL FSF Post-IEP Support,"$ 1,471",Q067,2018
6823,TL Learning Partners Program Support,"$ 12,500",Q067,2018
6824,TL Long Term Absence,"$ 8,165",Q067,2018
6825,TL MOSL,"$ 1,700",Q067,2018
6826,TL NYSTL Hardware,"$ 9,506",Q067,2018
6827,TL NYSTL Library Books,"$ 5,418",Q067,2018
6828,TL NYSTL Software,"$ 8,889",Q067,2018
6829,TL NYSTL Textbooks,"$ 49,822",Q067,2018
6830,TL Parent Coordinator,"$ 41,174",Q067,2018
6831,TL Parent Coordinator OTPS,$ 500,Q067,2018
6832,TL RS IEP Para,"$ 71,701",Q067,2018
6833,TL RS IEP Teacher,"$ 77,679",Q067,2018
6834,TL RS Mandated Counseling Shared,"$ 31,192",Q067,2018
6835,TL RS Mandated Speech Shared,"$ 90,166",Q067,2018
6836,TL Sabbaticals,"$ 42,070",Q067,2018
6837,TL SBST Shared,"$ 95,255",Q067,2018
6838,TL Section 504,"$ 49,882",Q067,2018
6839,TL Strong Schools Strong Communities,"$ 16,000",Q067,2018
6840,TL Summer in the City Shared,"$ 8,961",Q067,2018
6841,TL Terminal and Paid Leaves,"$ 6,521",Q067,2018
6842,TL Translation Services,"$ 1,072",Q067,2018
6843,TL Vision for School Improvement,"$ 24,888",Q067,2018
6844,4K for All,"$ 479,723",Q046,2022
6845,ARPA Academic Recovery,"$ 102,989",Q046,2022
6846,ARPA Academic Recovery AP Summer Rising,"$ 17,990",Q046,2022
6847,ARPA Academic Recovery Arts,"$ 25,747",Q046,2022
6848,ARPA Academic Recovery NYSITELL Testing Admin,"$ 7,334",Q046,2022
6849,ARPA Academic Recovery Screeners,"$ 4,480",Q046,2022
6850,ARPA Academic Recovery SE After-School Instruction,"$ 59,061",Q046,2022
6851,ARPA Academic Recovery SE Counseling,"$ 1,684",Q046,2022
6852,ARPA Academic Recovery SE Intervention Training,"$ 2,624",Q046,2022
6853,ARPA Academic Recovery SE Planning Prep,"$ 6,113",Q046,2022
6854,ARPA Academic Recovery SE RS Related Services,"$ 42,979",Q046,2022
6855,ARPA COVID Staffing Support,"$ 74,850",Q046,2022
6856,ARPA Election Day Remote Planning,"$ 1,597",Q046,2022
6857,ARPA LA Initial Register Relief,"$ 57,535",Q046,2022
6858,ARPA School COVID Planning Expansion,"$ 16,016",Q046,2022
6859,ARPA Vaccine Policy Coverage,"$ 6,446",Q046,2022
6860,Contract for Excellence FY 09,"$ 33,506",Q046,2022
6861,CRRSA Computer Maintenance,"$ 1,011",Q046,2022
6862,CRRSA CRSE Arts Studio,$ 642,Q046,2022
6863,CRRSA Restoration Arts Studio,"$ 1,628",Q046,2022
6864,CRRSA Situation Room,"$ 6,833",Q046,2022
6865,High Need Support for Title I STH,$ 949,Q046,2022
6866,IDEA RS IEP Para,"$ 104,278",Q046,2022
6867,School Support Supplement,"$ 97,212",Q046,2022
6868,Self Sustaining 13,"$ 17,077",Q046,2022
6869,Title I STH for Non Title I Schools,"$ 8,842",Q046,2022
6870,Title IIA Supplemental,"$ 19,145",Q046,2022
6871,Title III LEP,"$ 12,000",Q046,2022
6872,Title III Translation Services,"$ 3,004",Q046,2022
6873,Title IV Fall Reopening Planning Grant,"$ 7,004",Q046,2022
6874,Title IV Well Rounded ELA Math Support,"$ 2,867",Q046,2022
6875,TL CB School Staff,"$ 62,847",Q046,2022
6876,TL Computer Maintenance,"$ 4,912",Q046,2022
6877,TL COVID Register Relief,$ 3,Q046,2022
6878,TL CRRSA FSF Floor Raise,"$ 31,460",Q046,2022
6879,TL ELA/Math Student Support,"$ 8,301",Q046,2022
6880,TL Fair Student Funding,"$ 3,607,003",Q046,2022
6881,TL FSF Floor Raise,"$ 53,297",Q046,2022
6882,TL Implicit Bias Awareness,"$ 12,485",Q046,2022
6883,TL MOSL,"$ 1,500",Q046,2022
6884,TL NYSTL Hardware,"$ 4,943",Q046,2022
6885,TL NYSTL Library Books,"$ 2,892",Q046,2022
6886,TL NYSTL Software,"$ 3,846",Q046,2022
6887,TL NYSTL Textbooks,"$ 24,659",Q046,2022
6888,TL Parent Coordinator,"$ 50,011",Q046,2022
6889,TL Parent Coordinator OTPS,$ 500,Q046,2022
6890,TL Permanent Placement 2022,"$ 98,435",Q046,2022
6891,TL RS APE Teacher Shared,"$ 112,435",Q046,2022
6892,TL RS IEP Para,"$ 322,486",Q046,2022
6893,TL RS IEP Teacher,"$ 98,435",Q046,2022
6894,TL RS Mandated Counseling Shared,"$ 35,615",Q046,2022
6895,TL RS Mandated Speech Shared,"$ 392,757",Q046,2022
6896,TL RS Occupational Therapist PS Shared,"$ 243,330",Q046,2022
6897,TL RS Physical Therapist PS Shared,"$ 30,453",Q046,2022
6898,TL RS Speech Sixth Period Coverage,"$ 8,764",Q046,2022
6899,TL SBST Shared,"$ 259,146",Q046,2022
6900,TL SE Specialized Program ACES,"$ 273,729",Q046,2022
6901,TL SE Specialized Programs ASD,"$ 990,409",Q046,2022
6902,TL SE Specialized Programs C4E ASD,"$ 136,464",Q046,2022
6903,TL Section 504,"$ 82,723",Q046,2022
6904,TL Situation Room,"$ 3,388",Q046,2022
6905,TL Translation Services,"$ 1,137",Q046,2022
6906,4K for All,"$ 460,423",Q046,2021
6907,Contract for Excellence FY 09,"$ 33,506",Q046,2021
6908,High Need Support for Title I STH,$ 795,Q046,2021
6909,IDEA RS IEP Para,"$ 211,034",Q046,2021
6910,Rollover Private Grant 99 Energy Demand (92999),$ 762,Q046,2021
6911,School Support Supplement,"$ 95,717",Q046,2021
6912,Self Sustaining 13,$ 663,Q046,2021
6913,Title I STH for Non Title I Schools,"$ 7,587",Q046,2021
6914,Title I STH for Non Title I Schools Carry Over,$ 958,Q046,2021
6915,Title IIA Supplemental,"$ 22,769",Q046,2021
6916,Title III LEP,"$ 12,366",Q046,2021
6917,Title III Translation Services,"$ 2,997",Q046,2021
6918,Title IV Summer Rising Reopening Planning,"$ 2,944",Q046,2021
6919,Title IV Well Rounded ELA Math Support,"$ 3,041",Q046,2021
6920,TL Arts Studio,"$ 1,120",Q046,2021
6921,TL CB School Staff,"$ 9,299",Q046,2021
6922,TL Computer Maintenance,"$ 7,314",Q046,2021
6923,TL Covid MY Register Loss Restoration,"$ 57,538",Q046,2021
6924,TL CRRSA COVID MYA Register Loss Restoration,"$ 172,612",Q046,2021
6925,TL CRRSA COVID Teacher Support,"$ 38,056",Q046,2021
6926,TL ELA/Math Student Support,"$ 8,513",Q046,2021
6927,TL Fair Student Funding,"$ 3,649,144",Q046,2021
6928,TL FSF Post-IEP Support,"$ 1,490",Q046,2021
6929,TL Implicit Bias Awareness,"$ 2,550",Q046,2021
6930,TL Instructional Leadership Framework,"$ 24,568",Q046,2021
6931,TL NYSTL Hardware,"$ 5,443",Q046,2021
6932,TL NYSTL Library Books,"$ 3,130",Q046,2021
6933,TL NYSTL Software,"$ 5,020",Q046,2021
6934,TL NYSTL Textbooks,"$ 29,076",Q046,2021
6935,TL Parent Coordinator,"$ 50,011",Q046,2021
6936,TL Parent Coordinator OTPS,$ 500,Q046,2021
6937,TL Periodic Assessment,"$ 1,700",Q046,2021
6938,TL RS APE Teacher Shared,"$ 109,504",Q046,2021
6939,TL RS IEP Para,"$ 438,532",Q046,2021
6940,TL RS IEP Teacher,"$ 94,813",Q046,2021
6941,TL RS Mandated Counseling Shared,"$ 48,505",Q046,2021
6942,TL RS Mandated Speech Shared,"$ 234,313",Q046,2021
6943,TL RS Occupational Therapist PS Shared,"$ 235,548",Q046,2021
6944,TL RS Physical Therapist PS Shared,"$ 79,161",Q046,2021
6945,TL SBST Shared,"$ 248,791",Q046,2021
6946,TL School COVID Planning Supplement,"$ 6,001",Q046,2021
6947,TL SE Specialized Program ACES,"$ 245,416",Q046,2021
6948,TL SE Specialized Programs ASD,"$ 690,915",Q046,2021
6949,TL SE Specialized Programs C4E ASD,"$ 136,464",Q046,2021
6950,TL Section 504,"$ 78,590",Q046,2021
6951,TL Summer in the City ASD,"$ 10,254",Q046,2021
6952,TL Summer in the City Shared,"$ 10,814",Q046,2021
6953,TL Translation Services,"$ 1,134",Q046,2021
6954,4K for All,"$ 444,008",Q046,2020
6955,Contract for Excellence FY 09,"$ 33,506",Q046,2020
6956,High Need Support for Title I STH,$ 499,Q046,2020
6957,IDEA RS IEP Para,"$ 193,779",Q046,2020
6958,Private Grant 99 Energy Demand,"$ 1,670",Q046,2020
6959,School Support Supplement,"$ 92,763",Q046,2020
6960,Self Sustaining 13,"$ 29,166",Q046,2020
6961,Title I STH for Non Title I Schools,"$ 5,114",Q046,2020
6962,Title IIA Supplemental,"$ 24,745",Q046,2020
6963,Title III LEP,"$ 12,366",Q046,2020
6964,Title III LEP Summer in the City,"$ 53,502",Q046,2020
6965,Title III Translation Services,"$ 3,074",Q046,2020
6966,TL Arts Studio,"$ 1,730",Q046,2020
6967,TL CB School Staff,"$ 8,634",Q046,2020
6968,TL Computer Maintenance,"$ 7,314",Q046,2020
6969,TL Continuous Improvement,"$ 16,000",Q046,2020
6970,TL Deferred Program Planning Initiative,"$ 40,000",Q046,2020
6971,TL E&E Algebra for All,"$ 4,000",Q046,2020
6972,TL ELA/Math Student Support,"$ 7,232",Q046,2020
6973,TL Fair Student Funding,"$ 3,768,363",Q046,2020
6974,TL FSF School to School Transfers Shared,"$ 9,680",Q046,2020
6975,TL Instructional Leadership Framework,"$ 24,888",Q046,2020
6976,TL Long Term Absence,"$ 6,363",Q046,2020
6977,TL MOSL,"$ 1,700",Q046,2020
6978,TL NYSTL Library Books,"$ 3,216",Q046,2020
6979,TL Parent Coordinator,"$ 49,545",Q046,2020
6980,TL Parent Coordinator OTPS,$ 500,Q046,2020
6981,TL RS APE Teacher Shared,"$ 107,650",Q046,2020
6982,TL RS IEP Para,"$ 617,220",Q046,2020
6983,TL RS IEP Teacher,"$ 90,319",Q046,2020
6984,TL RS Mandated Counseling Shared,"$ 59,732",Q046,2020
6985,TL RS Mandated Speech Shared,"$ 270,740",Q046,2020
6986,TL RS Occupational Therapist PS Shared,"$ 231,543",Q046,2020
6987,TL RS Physical Therapist PS Shared,"$ 77,748",Q046,2020
6988,TL SBST Shared,"$ 246,705",Q046,2020
6989,TL School to School Summer Transfers Shared,"$ 23,237",Q046,2020
6990,TL SE Specialized Program ACES,"$ 226,005",Q046,2020
6991,TL SE Specialized Programs ASD,"$ 791,981",Q046,2020
6992,TL SE Specialized Programs C4E ASD,"$ 136,464",Q046,2020
6993,TL SE Transitional Funding,"$ 33,521",Q046,2020
6994,TL Section 504,"$ 56,034",Q046,2020
6995,TL Summer in the City ASD,"$ 94,886",Q046,2020
6996,TL Summer in the City Shared,"$ 33,237",Q046,2020
6997,TL Summer in the City Support Shared,"$ 4,648",Q046,2020
6998,TL Talented and Gifted,$ 190,Q046,2020
6999,TL Translation Services,$ 907,Q046,2020
7000,4K for All,"$ 439,537",Q046,2019
7001,Contract for Excellence FY 09,"$ 33,506",Q046,2019
7002,IDEA RS IEP Para,"$ 141,708",Q046,2019
7003,School Support Supplement,"$ 83,810",Q046,2019
7004,Self Sustaining 13,"$ 149,333",Q046,2019
7005,Self Sustaining 32,"$ 38,187",Q046,2019
7006,Sequester Aid IDEA RS IEP Paras,"$ 19,497",Q046,2019
7007,Sequester Aid Title I STH for Non-Title I Schools,$ 413,Q046,2019
7008,Sequester/2010 Census Title IIA,"$ 6,275",Q046,2019
7009,Title I STH for Non Title I Schools,"$ 4,050",Q046,2019
7010,Title IIA Supplemental,"$ 21,194",Q046,2019
7011,Title III LEP,"$ 12,366",Q046,2019
7012,Title III LEP Summer in the City,"$ 45,645",Q046,2019
7013,Title III Translation Services,"$ 3,006",Q046,2019
7014,TL Arts Studio,"$ 1,700",Q046,2019
7015,TL CB Per Session Per Diem Prep,"$ 2,999",Q046,2019
7016,TL CB School Staff,"$ 8,741",Q046,2019
7017,TL CB School Staff PK,"$ 4,018",Q046,2019
7018,TL CB School Staff Related Services,"$ 6,023",Q046,2019
7019,TL Computer Maintenance,"$ 7,812",Q046,2019
7020,TL ELA/Math Student Support,"$ 7,203",Q046,2019
7021,TL Fair Student Funding,"$ 3,758,499",Q046,2019
7022,TL FSF Legacy Teacher Supplement,$ 964,Q046,2019
7023,TL FSF Post-IEP Support,$ 980,Q046,2019
7024,TL GE CB School Staff,"$ 38,634",Q046,2019
7025,TL Long Term Absence,"$ 6,292",Q046,2019
7026,TL MOSL,"$ 1,700",Q046,2019
7027,TL NYSTL Hardware,"$ 5,708",Q046,2019
7028,TL NYSTL Library Books,"$ 3,352",Q046,2019
7029,TL NYSTL Software,"$ 5,488",Q046,2019
7030,TL NYSTL Textbooks,"$ 31,166",Q046,2019
7031,TL Parent Coordinator,"$ 46,555",Q046,2019
7032,TL Parent Coordinator OTPS,$ 500,Q046,2019
7033,TL RS APE Teacher Shared,"$ 103,368",Q046,2019
7034,TL RS IEP Para,"$ 645,034",Q046,2019
7035,TL RS IEP Teacher,"$ 85,885",Q046,2019
7036,TL RS Mandated Counseling Shared,"$ 63,735",Q046,2019
7037,TL RS Mandated Speech Shared,"$ 299,638",Q046,2019
7038,TL RS Occupational Therapist PS Shared,"$ 150,538",Q046,2019
7039,TL RS Physical Therapist PS Shared,"$ 75,864",Q046,2019
7040,TL SBST Shared,"$ 237,150",Q046,2019
7041,TL School to School Summer Transfers Shared,"$ 36,428",Q046,2019
7042,TL SE CB School Staff,"$ 45,831",Q046,2019
7043,TL SE Specialized Program ACES,"$ 184,968",Q046,2019
7044,TL SE Specialized Programs ASD,"$ 749,260",Q046,2019
7045,TL SE Specialized Programs C4E ASD,"$ 136,464",Q046,2019
7046,TL SE Transitional Funding,"$ 33,521",Q046,2019
7047,TL Section 504,"$ 90,050",Q046,2019
7048,TL Strong Schools Strong Communities,"$ 16,000",Q046,2019
7049,TL Summer in the City ASD,"$ 77,840",Q046,2019
7050,TL Summer in the City Shared,"$ 26,247",Q046,2019
7051,TL Summer in the City Support Shared,"$ 4,555",Q046,2019
7052,TL Talented and Gifted,$ 555,Q046,2019
7053,TL Translation Services,$ 887,Q046,2019
7054,TL Vision for School Improvement,"$ 19,097",Q046,2019
7055,Contract for Excellence FY 09,"$ 33,506",Q046,2018
7056,IDEA RS IEP Para,"$ 273,759",Q046,2018
7057,IDEA SBST Shared,"$ 71,638",Q046,2018
7058,Pre-K,"$ 97,930",Q046,2018
7059,Rollover SM 66 Brothers Keeper D26,"$ 2,000",Q046,2018
7060,School Support Supplement,"$ 79,295",Q046,2018
7061,Self Sustaining 11,"$ 51,100",Q046,2018
7062,Self Sustaining 13,"$ 153,000",Q046,2018
7063,Self Sustaining 50,"$ 4,675",Q046,2018
7064,Sequester Aid IDEA RS IEP Paras,"$ 47,143",Q046,2018
7065,Sequester Aid Title I STH for Non-Title I Schools,$ 819,Q046,2018
7066,Sequester/2010 Census Title IIA,"$ 7,816",Q046,2018
7067,SLP Leg Grant 01 92301,"$ 8,000",Q046,2018
7068,Title I STH for Non Title I Schools,"$ 7,763",Q046,2018
7069,Title IIA Supplemental,"$ 29,281",Q046,2018
7070,Title III Immigrant,"$ 2,081",Q046,2018
7071,Title III Immigrant Supplemental SITC,"$ 1,776",Q046,2018
7072,Title III LEP,"$ 12,366",Q046,2018
7073,Title III LEP Summer in the City,"$ 36,795",Q046,2018
7074,Title III Translation Services,"$ 2,920",Q046,2018
7075,TL Arts Studio,"$ 2,330",Q046,2018
7076,TL CB School Staff,"$ 8,096",Q046,2018
7077,TL Computer Maintenance,"$ 8,224",Q046,2018
7078,TL Deferred Program Planning Initiative,"$ 48,328",Q046,2018
7079,TL ELA/Math Student Support,"$ 6,149",Q046,2018
7080,TL Fair Student Funding,"$ 3,680,837",Q046,2018
7081,TL FSF Legacy Teacher Supplement,"$ 7,807",Q046,2018
7082,TL Long Term Absence,"$ 6,732",Q046,2018
7083,TL MOSL,"$ 1,700",Q046,2018
7084,TL NYSTL Hardware,"$ 6,258",Q046,2018
7085,TL NYSTL Library Books,"$ 3,567",Q046,2018
7086,TL NYSTL Software,"$ 5,852",Q046,2018
7087,TL NYSTL Textbooks,"$ 33,228",Q046,2018
7088,TL Parent Coordinator,"$ 46,555",Q046,2018
7089,TL Parent Coordinator OTPS,$ 500,Q046,2018
7090,TL Potential Mid Year Adj to be Repaid,"$ 27,074",Q046,2018
7091,TL RS APE Teacher Shared,"$ 98,892",Q046,2018
7092,TL RS IEP Para,"$ 772,927",Q046,2018
7093,TL RS IEP Teacher,"$ 82,193",Q046,2018
7094,TL RS Mandated Counseling Shared,"$ 77,980",Q046,2018
7095,TL RS Mandated Speech Shared,"$ 436,962",Q046,2018
7096,TL RS Occupational Therapist PS Shared,"$ 288,592",Q046,2018
7097,TL RS Physical Therapist PS Shared,"$ 72,692",Q046,2018
7098,TL RS Speech Sixth Period Coverage,$ 796,Q046,2018
7099,TL SBST Shared,"$ 176,979",Q046,2018
7100,TL School to School Summer Transfers Shared,"$ 39,957",Q046,2018
7101,TL SE Specialized Program ACES,"$ 131,437",Q046,2018
7102,TL SE Specialized Programs ASD,"$ 705,880",Q046,2018
7103,TL SE Specialized Programs C4E ASD,"$ 136,464",Q046,2018
7104,TL SE Transitional Funding,"$ 33,521",Q046,2018
7105,TL Section 504,"$ 56,523",Q046,2018
7106,TL Strong Schools Strong Communities,"$ 16,000",Q046,2018
7107,TL Summer in the City ASD,"$ 68,415",Q046,2018
7108,TL Summer in the City Shared,"$ 25,935",Q046,2018
7109,TL Summer in the City Support Shared,"$ 4,170",Q046,2018
7110,TL Talented and Gifted,$ 353,Q046,2018
7111,TL Translation Services,$ 862,Q046,2018
7112,TL Vision for School Improvement,"$ 24,888",Q046,2018
7113,Universal PreK Quality Full-Day,"$ 102,888",Q046,2018
7114,ARPA Academic Recovery,"$ 86,178",Q041,2022
7115,ARPA Academic Recovery AP Summer Rising,"$ 17,990",Q041,2022
7116,ARPA Academic Recovery Arts,"$ 21,544",Q041,2022
7117,ARPA Academic Recovery Screeners,"$ 4,000",Q041,2022
7118,ARPA Academic Recovery SE After-School Instruction,"$ 37,405",Q041,2022
7119,ARPA Academic Recovery SE Counseling,"$ 2,156",Q041,2022
7120,ARPA Academic Recovery SE Intervention Training,"$ 2,624",Q041,2022
7121,ARPA Academic Recovery SE Planning Prep,"$ 3,872",Q041,2022
7122,ARPA Academic Recovery SE RS Related Services,"$ 17,400",Q041,2022
7123,ARPA Election Day Remote Planning,"$ 1,597",Q041,2022
7124,ARPA LA Initial Register Relief,"$ 36,066",Q041,2022
7125,ARPA LA MYA Register Relief,"$ 186,000",Q041,2022
7126,ARPA School COVID Planning Expansion,"$ 15,395",Q041,2022
7127,ARPA Vaccine Policy Coverage,"$ 6,840",Q041,2022
7128,Contract for Excellence FY 09,"$ 20,862",Q041,2022
7129,CRRSA Computer Maintenance,$ 267,Q041,2022
7130,CRRSA CRSE Arts Studio,$ 642,Q041,2022
7131,CRRSA Restoration Arts Studio,"$ 1,628",Q041,2022
7132,CRRSA Situation Room,"$ 5,125",Q041,2022
7133,High Need Support for Title I STH,$ 610,Q041,2022
7134,IDEA RS IEP Para,"$ 109,998",Q041,2022
7135,Rollover Private Grant 35 (02935),"$ 2,437",Q041,2022
7136,Rollover Private PTA Grant 05 (91205),"$ 1,782",Q041,2022
7137,School Support Supplement,"$ 304,903",Q041,2022
7138,Title I STH for Non Title I Schools,"$ 5,684",Q041,2022
7139,Title IIA Supplemental,"$ 58,800",Q041,2022
7140,Title III LEP,"$ 12,000",Q041,2022
7141,Title III Translation Services,"$ 2,960",Q041,2022
7142,Title IV Ed Tech,"$ 6,500",Q041,2022
7143,Title IV Fall Reopening Planning Grant,"$ 6,752",Q041,2022
7144,Title IV Well Rounded ELA Math Support,"$ 2,140",Q041,2022
7145,TL CB School Staff,"$ 59,532",Q041,2022
7146,TL Computer Maintenance,"$ 1,296",Q041,2022
7147,TL COVID Register Relief,$ 5,Q041,2022
7148,TL CRRSA COVID MYA Register Relief,"$ 52,462",Q041,2022
7149,TL CRRSA FSF Floor Raise,"$ 105,576",Q041,2022
7150,TL CRRSA Surplus Rollover,"$ 29,998",Q041,2022
7151,TL ELA/Math Student Support,"$ 6,196",Q041,2022
7152,TL Fair Student Funding,"$ 2,736,407",Q041,2022
7153,TL FSF Floor Raise,"$ 178,858",Q041,2022
7154,TL FSF School to School Transfers Shared HS,"$ 25,312",Q041,2022
7155,TL Implicit Bias Awareness,"$ 4,705",Q041,2022
7156,TL MOSL,"$ 1,500",Q041,2022
7157,TL NYSTL Hardware,"$ 4,762",Q041,2022
7158,TL NYSTL Library Books,"$ 2,786",Q041,2022
7159,TL NYSTL Software,"$ 4,379",Q041,2022
7160,TL NYSTL Textbooks,"$ 7,547",Q041,2022
7161,TL Parent Coordinator,"$ 49,986",Q041,2022
7162,TL Parent Coordinator OTPS,$ 500,Q041,2022
7163,TL RS IEP Para,"$ 334,745",Q041,2022
7164,TL RS IEP Teacher,"$ 102,547",Q041,2022
7165,TL RS Mandated Counseling Shared,"$ 38,354",Q041,2022
7166,TL RS Mandated Speech Shared,"$ 165,830",Q041,2022
7167,TL RS Occupational Therapist PS Shared,"$ 81,110",Q041,2022
7168,TL RS Physical Therapist PS Shared,"$ 163,326",Q041,2022
7169,TL SBST Shared,"$ 149,610",Q041,2022
7170,TL SE Specialized Programs ASD,"$ 255,651",Q041,2022
7171,TL Section 504,"$ 82,006",Q041,2022
7172,TL Situation Room,"$ 2,259",Q041,2022
7173,TL Translation Services,"$ 1,120",Q041,2022
7174,Contract for Excellence FY 09,"$ 20,862",Q041,2021
7175,High Need Support for Title I STH,$ 650,Q041,2021
7176,IDEA RS IEP Para,"$ 177,029",Q041,2021
7177,Rollover Private Grant 35,$ 505,Q041,2021
7178,School Support Supplement,"$ 299,421",Q041,2021
7179,Title I STH for Non Title I Schools,"$ 6,208",Q041,2021
7180,Title I STH for Non Title I Schools Carry Over,$ 784,Q041,2021
7181,Title IIA Supplemental,"$ 69,932",Q041,2021
7182,Title III LEP,"$ 12,366",Q041,2021
7183,Title III Translation Services,"$ 2,919",Q041,2021
7184,Title IV Ed Tech,"$ 5,000",Q041,2021
7185,Title IV Summer Rising Reopening Planning,"$ 2,834",Q041,2021
7186,Title IV Well Rounded ELA Math Support,"$ 2,126",Q041,2021
7187,TL Arts Studio,$ 560,Q041,2021
7188,TL CB School Staff,"$ 6,097",Q041,2021
7189,TL Computer Maintenance,"$ 2,461",Q041,2021
7190,TL Covid MY Register Loss Restoration,"$ 36,071",Q041,2021
7191,TL CRRSA COVID MYA Register Loss Restoration,"$ 108,211",Q041,2021
7192,TL CRRSA COVID Teacher Support,"$ 76,764",Q041,2021
7193,TL ELA/Math Student Support,"$ 5,951",Q041,2021
7194,TL Fair Student Funding,"$ 2,968,834",Q041,2021
7195,TL Implicit Bias Awareness,"$ 1,599",Q041,2021
7196,TL Instructional Leadership Framework,"$ 18,938",Q041,2021
7197,TL NYSTL Hardware,"$ 5,087",Q041,2021
7198,TL NYSTL Library Books,"$ 2,925",Q041,2021
7199,TL NYSTL Software,"$ 4,691",Q041,2021
7200,TL NYSTL Textbooks,"$ 21,088",Q041,2021
7201,TL Parent Coordinator,"$ 49,986",Q041,2021
7202,TL Parent Coordinator OTPS,$ 500,Q041,2021
7203,TL Periodic Assessment,"$ 1,500",Q041,2021
7204,TL RS IEP Para,"$ 288,748",Q041,2021
7205,TL RS IEP Teacher,"$ 97,270",Q041,2021
7206,TL RS Mandated Counseling Shared,"$ 47,193",Q041,2021
7207,TL RS Mandated Speech Shared,"$ 159,437",Q041,2021
7208,TL RS Occupational Therapist PS Shared,"$ 78,516",Q041,2021
7209,TL RS Physical Therapist PS Shared,"$ 158,322",Q041,2021
7210,TL SBST Shared,"$ 144,120",Q041,2021
7211,TL School COVID Planning Supplement,"$ 5,661",Q041,2021
7212,TL SE Specialized Programs ASD,"$ 239,091",Q041,2021
7213,TL Section 504,"$ 122,175",Q041,2021
7214,TL Summer in the City ASD,"$ 5,127",Q041,2021
7215,TL Summer in the City Shared,"$ 4,742",Q041,2021
7216,TL Translation Services,"$ 1,105",Q041,2021
7217,Contract for Excellence FY 09,"$ 20,862",Q041,2020
7218,High Need Support for Title I STH,$ 998,Q041,2020
7219,IDEA RS IEP Para,"$ 81,352",Q041,2020
7220,Private Grant 35,"$ 5,058",Q041,2020
7221,Private Grant 41,"$ 6,000",Q041,2020
7222,Rollover Private PTA Grant 05,"$ 10,309",Q041,2020
7223,School Support Supplement,"$ 288,077",Q041,2020
7224,Title I STH for Non Title I Schools,"$ 10,228",Q041,2020
7225,Title IIA Supplemental,"$ 76,002",Q041,2020
7226,Title III LEP,"$ 12,366",Q041,2020
7227,Title III Translation Services,"$ 2,945",Q041,2020
7228,Title IV Ed Tech,"$ 8,000",Q041,2020
7229,TL Arts Studio,"$ 1,730",Q041,2020
7230,TL CB School Staff,"$ 7,696",Q041,2020
7231,TL Computer Maintenance,"$ 2,461",Q041,2020
7232,TL Continuous Improvement,"$ 16,000",Q041,2020
7233,TL E&E Algebra for All,"$ 4,000",Q041,2020
7234,TL Fair Student Funding,"$ 3,044,475",Q041,2020
7235,TL FSF Post-IEP Support,$ 493,Q041,2020
7236,TL Implicit Bias Awareness,$ 257,Q041,2020
7237,TL Instructional Leadership Framework,"$ 19,097",Q041,2020
7238,TL MOSL,"$ 1,500",Q041,2020
7239,TL NYSTL Hardware,"$ 4,654",Q041,2020
7240,TL NYSTL Library Books,"$ 2,854",Q041,2020
7241,TL NYSTL Software,"$ 4,603",Q041,2020
7242,TL NYSTL Textbooks,"$ 11,710",Q041,2020
7243,TL Parent Coordinator,"$ 50,565",Q041,2020
7244,TL Parent Coordinator OTPS,$ 500,Q041,2020
7245,TL RS IEP Para,"$ 446,194",Q041,2020
7246,TL RS IEP Teacher,"$ 91,818",Q041,2020
7247,TL RS Mandated Counseling Shared,"$ 48,045",Q041,2020
7248,TL RS Mandated Speech Shared,"$ 155,550",Q041,2020
7249,TL RS Occupational Therapist PS Shared,"$ 77,181",Q041,2020
7250,TL RS Physical Therapist PS Shared,"$ 155,496",Q041,2020
7251,TL SBST Shared,"$ 143,603",Q041,2020
7252,TL SE Specialized Programs ASD,"$ 233,735",Q041,2020
7253,TL Section 504,"$ 133,689",Q041,2020
7254,TL Summer in the City Shared,"$ 3,651",Q041,2020
7255,TL Talented and Gifted,$ 190,Q041,2020
7256,TL Translation Services,$ 869,Q041,2020
7257,Contract for Excellence FY 09,"$ 20,862",Q041,2019
