,allocation_category,amount,location_code,fiscal_year
5472,TL Summer in the City Support Shared,"$ 46,092",M125,2019
5473,TL Talented and Gifted,$ 185,M125,2019
5474,TL Translation Services,"$ 1,161",M125,2019
5475,TL Vision for School Improvement,"$ 19,097",M125,2019
5476,Contract for Excellence FY 09,"$ 136,872",M125,2018
5477,IDEA RS IEP Para,"$ 154,425",M125,2018
5478,IDEA SBST Shared,"$ 71,638",M125,2018
5479,Pre-K,"$ 325,046",M125,2018
5480,School Support Supplement,"$ 154,722",M125,2018
5481,Sequester Aid IDEA RS IEP Paras,"$ 16,499",M125,2018
5482,Sequester/2010 Census Title I SWP,"$ 5,177",M125,2018
5483,Sequester/2010 Census Title IIA,"$ 6,581",M125,2018
5484,SLP Leg Grant 02,"$ 5,000",M125,2018
5485,Title I SWP,"$ 120,596",M125,2018
5486,Title I SWP Parent Involvement,"$ 1,218",M125,2018
5487,Title I SWP Translation Services,"$ 1,676",M125,2018
5488,Title IIA Supplemental,"$ 54,700",M125,2018
5489,Title III Immigrant,"$ 2,989",M125,2018
5490,TL Arts Studio,"$ 1,165",M125,2018
5491,TL CB School Staff,"$ 19,261",M125,2018
5492,TL City Council Member Items Vendors,"$ 11,825",M125,2018
5493,TL Computer Maintenance,"$ 3,224",M125,2018
5494,TL Core Curriculum Support,$ 715,M125,2018
5495,TL E&E Universal Literacy,"$ 11,431",M125,2018
5496,TL Fair Student Funding,"$ 1,693,278",M125,2018
5497,TL FSF Post-IEP Support,$ 980,M125,2018
5498,TL FSF School to School Transfers Shared,"$ 13,248",M125,2018
5499,TL Funds Over Formula,"$ 78,279",M125,2018
5500,TL Learning Partners Program Support,"$ 19,000",M125,2018
5501,TL MOSL,"$ 1,500",M125,2018
5502,TL NYSTL Library Books,"$ 1,322",M125,2018
5503,TL NYSTL Textbooks,"$ 3,767",M125,2018
5504,TL Parent Coordinator,"$ 49,562",M125,2018
5505,TL Parent Coordinator OTPS,$ 500,M125,2018
5506,TL Physical Education Initiative - Cohort 2,"$ 58,333",M125,2018
5507,TL RS IEP Para,"$ 429,979",M125,2018
5508,TL RS Mandated Counseling Shared,"$ 32,391",M125,2018
5509,TL RS Mandated Speech Shared,"$ 90,166",M125,2018
5510,TL RS Occupational Therapist PS Shared,"$ 72,148",M125,2018
5511,TL RS Speech Sixth Period Coverage,"$ 12,237",M125,2018
5512,TL SBST Shared,"$ 73,000",M125,2018
5513,TL School to School Summer Transfers Shared,"$ 19,893",M125,2018
5514,TL Section 504,"$ 21,442",M125,2018
5515,TL Strong Schools Strong Communities,"$ 16,000",M125,2018
5516,TL Summer in the City Support Shared,"$ 7,157",M125,2018
5517,TL Talented and Gifted,$ 177,M125,2018
5518,TL Terminal and Paid Leaves,"$ 51,566",M125,2018
5519,TL Translation Services,$ 984,M125,2018
5520,TL Vision for School Improvement,"$ 19,097",M125,2018
5521,Universal PreK Quality Full-Day,"$ 308,664",M125,2018
5522,3K for All,"$ 182,645",M123,2022
5523,4K for All,"$ 465,748",M123,2022
5524,AIDP STH School and Site Based Shared,"$ 74,346",M123,2022
5525,ARPA Academic Recovery,"$ 206,068",M123,2022
5526,ARPA Academic Recovery AP Summer Rising,"$ 35,980",M123,2022
5527,ARPA Academic Recovery Arts,"$ 51,517",M123,2022
5528,ARPA Academic Recovery CBO Support Summer Rising,"$ 47,158",M123,2022
5529,ARPA Academic Recovery NYSITELL Testing Admin,"$ 6,991",M123,2022
5530,ARPA Academic Recovery Para Summer Rising,"$ 3,382",M123,2022
5531,ARPA Academic Recovery SE After-School Instruction,"$ 55,615",M123,2022
5532,ARPA Academic Recovery SE Counseling,"$ 3,975",M123,2022
5533,ARPA Academic Recovery SE Intervention Training,"$ 4,987",M123,2022
5534,ARPA Academic Recovery SE Planning Prep,"$ 5,757",M123,2022
5535,ARPA Academic Recovery SE RS Related Services,"$ 26,448",M123,2022
5536,ARPA Academic Recovery SE Support Summer Rising,"$ 38,204",M123,2022
5537,ARPA Academic Recovery Summer Rising,"$ 33,702",M123,2022
5538,ARPA Election Day Remote Planning,"$ 4,791",M123,2022
5539,ARPA LA Initial Register Relief,"$ 74,278",M123,2022
5540,ARPA LA MYA Register Relief,"$ 166,005",M123,2022
5541,ARPA School COVID Planning Expansion,"$ 14,730",M123,2022
5542,Contract for Excellence FY 09,"$ 302,140",M123,2022
5543,CRRSA 3K for All Expansion,"$ 283,103",M123,2022
5544,CRRSA Computer Maintenance,$ 716,M123,2022
5545,CRRSA CRSE Arts Studio,$ 321,M123,2022
5546,CRRSA Restoration Arts Studio,$ 814,M123,2022
5547,CRRSA SHSAT,$ 211,M123,2022
5548,CRRSA Situation Room,"$ 8,541",M123,2022
5549,Funds Pub Schl 338 - Teaching Matters,"$ 15,000",M123,2022
5550,High Need Support for Title I,"$ 11,428",M123,2022
5551,High Need Support for Title I STH,"$ 4,617",M123,2022
5552,IDEA RS IEP Para,"$ 12,205",M123,2022
5553,IDEA SBST Shared,"$ 146,390",M123,2022
5554,Private Grant 50 - UFTTC City Council Grant,"$ 12,332",M123,2022
5555,Rollover Smart Schools Bond Act,"$ 19,217",M123,2022
5556,School Support Supplement,"$ 280,761",M123,2022
5557,Title I SWP,"$ 276,048",M123,2022
5558,Title I SWP Carry Over,"$ 36,138",M123,2022
5559,Title I SWP Carry Over Parent and Family Engage,"$ 1,370",M123,2022
5560,Title I SWP Parent and Family Engagement,"$ 2,760",M123,2022
5561,Title I SWP STH,"$ 111,526",M123,2022
5562,Title I SWP Translation Services,"$ 2,224",M123,2022
5563,Title IIA Supplemental,"$ 54,380",M123,2022
5564,Title III LEP,"$ 12,000",M123,2022
5565,Title III Summer Rising ML Support,"$ 7,839",M123,2022
5566,Title IV Fall Reopening Planning Grant,"$ 6,482",M123,2022
5567,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",M123,2022
5568,Title IV Well Rounded ELA Math Support,"$ 9,738",M123,2022
5569,TL CB School Staff,"$ 157,233",M123,2022
5570,TL CFES SBST Clustering,"$ 108,762",M123,2022
5571,TL Computer Maintenance,"$ 3,480",M123,2022
5572,TL CRRSA COVID MYA Register Relief,"$ 46,822",M123,2022
5573,TL ELA/Math Student Support,"$ 28,193",M123,2022
5574,TL Fair Student Funding,"$ 3,598,546",M123,2022
5575,TL MOSL,"$ 1,500",M123,2022
5576,TL NYSTL Library Books,"$ 2,260",M123,2022
5577,TL Parent Coordinator,"$ 44,028",M123,2022
5578,TL Parent Coordinator OTPS,$ 500,M123,2022
5579,TL RS IEP Para,"$ 156,497",M123,2022
5580,TL RS IEP Teacher,"$ 94,333",M123,2022
5581,TL RS Mandated Counseling Shared,"$ 28,398",M123,2022
5582,TL RS Mandated Speech Shared,"$ 206,165",M123,2022
5583,TL RS Occupational Therapist PS Shared,"$ 81,110",M123,2022
5584,TL RS Physical Therapist PS Shared,"$ 77,023",M123,2022
5585,TL RS Speech Sixth Period Coverage,"$ 19,982",M123,2022
5586,TL SBST Shared,"$ 80,983",M123,2022
5587,TL Situation Room,"$ 1,412",M123,2022
5588,TL Specialized Admissions,"$ 1,269",M123,2022
5589,TL Summer Rising Shared,"$ 8,968",M123,2022
5590,TL Summer Rising Support Shared,"$ 2,927",M123,2022
5591,TL Teacher Career Pathway - Subsidy Allocation,"$ 9,375",M123,2022
5592,TL Translation Services,"$ 1,558",M123,2022
5593,3K for All,"$ 437,339",M123,2021
5594,4K for All,"$ 437,339",M123,2021
5595,AIDP STH School and Site Based Shared,"$ 69,002",M123,2021
5596,Contract for Excellence FY 09,"$ 302,140",M123,2021
5597,High Need Support for Title I,"$ 13,782",M123,2021
5598,IDEA RS IEP Para,"$ 14,069",M123,2021
5599,IDEA SBST Shared,"$ 147,128",M123,2021
5600,School Support Supplement,"$ 275,073",M123,2021
5601,Title I STH,"$ 13,200",M123,2021
5602,Title I STH Carry Over,"$ 13,200",M123,2021
5603,Title I SWP,"$ 344,172",M123,2021
5604,Title I SWP Carry Over,"$ 33,946",M123,2021
5605,Title I SWP Parent and Family Engagement,"$ 7,034",M123,2021
5606,Title I SWP Summer in the City,"$ 2,872",M123,2021
5607,Title I SWP Translation Services,"$ 2,227",M123,2021
5608,Title IIA Supplemental,"$ 64,675",M123,2021
5609,Title III Immigrant Carryover,"$ 6,304",M123,2021
5610,Title III LEP,"$ 12,366",M123,2021
5611,Title IV Summer Rising Reopening Planning,"$ 2,716",M123,2021
5612,Title IV Well Rounded ELA Math Support,"$ 9,175",M123,2021
5613,TL Arts Studio,$ 560,M123,2021
5614,TL CB School Staff,"$ 84,806",M123,2021
5615,TL Computer Maintenance,"$ 5,290",M123,2021
5616,TL Covid MY Register Loss Restoration,"$ 74,278",M123,2021
5617,TL CRRSA COVID MYA Register Loss Restoration,"$ 222,835",M123,2021
5618,TL CRRSA COVID Teacher Support,"$ 83,658",M123,2021
5619,TL ELA/Math Student Support,"$ 25,686",M123,2021
5620,TL Fair Student Funding,"$ 3,262,516",M123,2021
5621,TL Implicit Bias Awareness,"$ 2,071",M123,2021
5622,TL Instructional Leadership Framework,"$ 18,938",M123,2021
5623,TL NYSTL Hardware,"$ 3,800",M123,2021
5624,TL NYSTL Library Books,"$ 2,472",M123,2021
5625,TL NYSTL Software,"$ 1,750",M123,2021
5626,TL Parent Coordinator,"$ 44,028",M123,2021
5627,TL Parent Coordinator OTPS,$ 500,M123,2021
5628,TL Periodic Assessment,"$ 1,500",M123,2021
5629,TL RS IEP Para,"$ 218,461",M123,2021
5630,TL RS IEP Teacher,"$ 88,018",M123,2021
5631,TL RS Mandated Counseling Shared,"$ 57,681",M123,2021
5632,TL RS Mandated Speech Shared,"$ 198,218",M123,2021
5633,TL RS Occupational Therapist PS Shared,"$ 78,516",M123,2021
5634,TL RS Physical Therapist PS Shared,"$ 75,454",M123,2021
5635,TL SBST Shared,"$ 137,370",M123,2021
5636,TL School COVID Planning Supplement,"$ 5,596",M123,2021
5637,TL Specialized Admissions,$ 685,M123,2021
5638,TL Summer in the City Shared,"$ 5,521",M123,2021
5639,TL Translation Services,"$ 1,561",M123,2021
5640,3K for All,"$ 443,639",M123,2020
5641,4K for All,"$ 426,639",M123,2020
5642,AIDP Family Worker Per Session,$ 858,M123,2020
5643,AIDP STH School and Site Based Shared,"$ 69,456",M123,2020
5644,Contract for Excellence FY 09,"$ 302,140",M123,2020
5645,High Need Support for Title I,"$ 13,890",M123,2020
5646,IDEA RS IEP Para,"$ 92,025",M123,2020
5647,IDEA SBST Shared,"$ 145,632",M123,2020
5648,School Support Supplement,"$ 264,775",M123,2020
5649,Title I 1003a Summer,"$ 12,600",M123,2020
5650,Title I SWP,"$ 338,963",M123,2020
5651,Title I SWP Parent and Family Engagement,"$ 3,424",M123,2020
5652,Title I SWP Summer in the City,"$ 32,674",M123,2020
5653,Title I SWP Teacher Leadership,"$ 10,610",M123,2020
5654,Title I SWP Translation Services,"$ 2,324",M123,2020
5655,Title IIA Supplemental,"$ 70,289",M123,2020
5656,Title III Immigrant,"$ 6,936",M123,2020
5657,Title III LEP,"$ 12,366",M123,2020
5658,Title IV Well Rounded,"$ 66,137",M123,2020
5659,TL Arts Studio,$ 865,M123,2020
5660,TL CB School Staff,"$ 67,891",M123,2020
5661,TL Computer Maintenance,"$ 5,290",M123,2020
5662,TL Continuous Improvement,"$ 16,000",M123,2020
5663,TL E&E Algebra for All,"$ 1,696",M123,2020
5664,TL E&E MS College Access OTPS,"$ 10,920",M123,2020
5665,TL E&E MS College Access PS,"$ 4,639",M123,2020
5666,TL ELA/Math Student Support,"$ 23,907",M123,2020
5667,TL Fair Student Funding,"$ 3,512,428",M123,2020
5668,TL Implicit Bias CCER,"$ 1,077",M123,2020
5669,TL Instructional Leadership Framework,"$ 19,097",M123,2020
5670,TL Instructional Leadership Program Support,"$ 13,225",M123,2020
5671,TL LEAP,"$ 2,274",M123,2020
5672,TL Long Term Absence,"$ 4,927",M123,2020
5673,TL MOSL,"$ 1,500",M123,2020
5674,TL NYSTL Library Books,"$ 2,583",M123,2020
5675,TL Parent Coordinator,"$ 43,610",M123,2020
5676,TL Parent Coordinator OTPS,$ 500,M123,2020
5677,TL Potential Mid Year Adj to be Repaid,"$ 124,599",M123,2020
5678,TL RS IEP Para,"$ 38,197",M123,2020
5679,TL RS IEP Teacher,"$ 85,203",M123,2020
5680,TL RS Mandated Counseling Shared,"$ 59,732",M123,2020
5681,TL RS Mandated Speech Shared,"$ 193,386",M123,2020
5682,TL RS Occupational Therapist PS Shared,"$ 77,181",M123,2020
5683,TL RS Physical Therapist PS Shared,"$ 74,953",M123,2020
5684,TL RS Speech Sixth Period Coverage,"$ 24,932",M123,2020
5685,TL SBST PITs Shared,"$ 53,275",M123,2020
5686,TL SBST Shared,"$ 129,202",M123,2020
5687,TL School to School Summer Transfers Shared,"$ 3,451",M123,2020
5688,TL SE Transitional Funding,"$ 8,041",M123,2020
5689,TL Summer in the City Community Schools,"$ 23,009",M123,2020
5690,TL Summer in the City Shared,"$ 43,093",M123,2020
5691,TL Summer in the City Support Shared,"$ 5,135",M123,2020
5692,TL Time and Attendance,$ 125,M123,2020
5693,TL Translation Services,"$ 1,365",M123,2020
5694,3K for All,"$ 284,012",M123,2019
5695,4K for All,"$ 414,072",M123,2019
5696,AIDP Attendance Shared,"$ 138,934",M123,2019
5697,AIDP STH School and Site Based Shared,"$ 67,980",M123,2019
5698,Contract for Excellence FY 09,"$ 268,954",M123,2019
5699,IDEA RS IEP Para,"$ 173,227",M123,2019
5700,IDEA SBST Shared,"$ 140,158",M123,2019
5701,OASAS Sub Abuse,"$ 98,634",M123,2019
5702,Rollover TI SIG Cohort 4 Yr 5 Transform (05M123),"$ 11,426",M123,2019
5703,School Support Supplement,"$ 243,150",M123,2019
5704,Sequester Aid IDEA RS IEP Paras,"$ 3,574",M123,2019
5705,Sequester/2010 Census Title I SWP,"$ 14,107",M123,2019
5706,Sequester/2010 Census Title IIA,"$ 14,732",M123,2019
5707,Title I Priority/Focus SWP,"$ 109,241",M123,2019
5708,Title I Priority/Focus SWP Parent Education,"$ 32,972",M123,2019
5709,Title I SWP,"$ 328,588",M123,2019
5710,Title I SWP Parent and Family Engagement,"$ 3,319",M123,2019
5711,Title I SWP Renewal School Teacher Leadership,"$ 10,607",M123,2019
5712,Title I SWP Summer in the City,"$ 15,961",M123,2019
5713,Title I SWP Translation Services,"$ 2,298",M123,2019
5714,Title IIA Supplemental,"$ 60,202",M123,2019
5715,Title III LEP,"$ 12,366",M123,2019
5716,TL Arts Studio,"$ 2,550",M123,2019
5717,TL CB Per Session Per Diem Prep,"$ 2,813",M123,2019
5718,TL CB School Staff,"$ 30,586",M123,2019
5719,TL CB School Staff PK,"$ 5,050",M123,2019
5720,TL CB School Staff Related Services,"$ 3,060",M123,2019
5721,TL Computer Maintenance,"$ 9,427",M123,2019
5722,TL Core Curriculum Support,"$ 2,431",M123,2019
5723,TL E&E MS College Access OTPS,"$ 11,108",M123,2019
5724,TL E&E MS College Access PS,"$ 4,603",M123,2019
5725,TL ELA/Math Student Support,"$ 22,635",M123,2019
5726,TL Fair Student Funding,"$ 3,540,992",M123,2019
5727,TL FSF Post-IEP Support,$ 490,M123,2019
5728,TL GE CB School Staff,"$ 38,727",M123,2019
5729,TL Implicit Bias Awareness,"$ 1,304",M123,2019
5730,TL MOSL,"$ 1,500",M123,2019
5731,TL NYSTL Library Books,"$ 2,760",M123,2019
5732,TL Parent Coordinator,"$ 40,929",M123,2019
5733,TL Parent Coordinator OTPS,$ 500,M123,2019
5734,TL Renewal ELT,"$ 251,611",M123,2019
5735,TL RS IEP Para,"$ 69,843",M123,2019
5736,TL RS IEP Teacher,"$ 83,391",M123,2019
5737,TL RS Mandated Counseling Shared,"$ 62,486",M123,2019
5738,TL RS Mandated Speech Shared,"$ 187,274",M123,2019
5739,TL RS Occupational Therapist PS Shared,"$ 75,145",M123,2019
5740,TL RS Physical Therapist PS Shared,"$ 70,896",M123,2019
5741,TL RS Speech Sixth Period Coverage,"$ 23,117",M123,2019
5742,TL SBST Shared,"$ 114,036",M123,2019
5743,TL School Incentive 2019,"$ 20,848",M123,2019
5744,TL School to School Summer Transfers Shared,"$ 28,034",M123,2019
5745,TL SE CB School Staff,"$ 20,977",M123,2019
5746,TL SE Transitional Funding,"$ 32,164",M123,2019
5747,TL Strong Schools Strong Communities,"$ 16,000",M123,2019
5748,TL Summer in the City Community Schools,"$ 36,276",M123,2019
5749,TL Summer in the City Shared,"$ 34,287",M123,2019
5750,TL Summer in the City Support Shared,"$ 4,555",M123,2019
5751,TL Temporary Shortfall Per Diem,"$ 15,000",M123,2019
5752,TL Temporary Shortfall Per Session-OTPS,"$ 144,081",M123,2019
5753,TL Time and Attendance,"$ 1,375",M123,2019
5754,TL Translation Services,"$ 1,349",M123,2019
5755,TL Vision for School Improvement,"$ 19,097",M123,2019
5756,AIDP Attendance Shared,"$ 130,303",M123,2018
5757,AIDP STH School and Site Based Shared,"$ 126,318",M123,2018
5758,Contract for Excellence FY 09,"$ 268,954",M123,2018
5759,IDEA RS IEP Para,"$ 51,122",M123,2018
5760,IDEA SBST Shared,"$ 71,638",M123,2018
5761,Learning Technology Grant 60,"$ 47,586",M123,2018
5762,MBK FCEP D5 State Misc 76,"$ 1,785",M123,2018
5763,OASAS Sub Abuse,"$ 97,950",M123,2018
5764,OASAS Sub Abuse OTPS,$ 900,M123,2018
5765,Pre-K,"$ 314,607",M123,2018
5766,Rollover TI SIG Coh4Yr4 Transform(05M123),"$ 47,375",M123,2018
5767,School Support Supplement,"$ 240,419",M123,2018
5768,Sequester Aid IDEA RS IEP Paras,"$ 4,714",M123,2018
5769,Sequester/2010 Census Title I SWP,"$ 13,725",M123,2018
5770,Sequester/2010 Census Title IIA,"$ 21,394",M123,2018
5771,TI SIG Cohort 4 Yr 5 Transformation (05M123),"$ 213,574",M123,2018
5772,Title I Priority/Focus SWP,"$ 93,089",M123,2018
5773,Title I Priority/Focus SWP Parent Education,"$ 25,943",M123,2018
5774,Title I SWP,"$ 319,737",M123,2018
5775,Title I SWP Parent Involvement,"$ 3,230",M123,2018
5776,Title I SWP Summer in the City,"$ 15,302",M123,2018
5777,Title I SWP Translation Services,"$ 2,477",M123,2018
5778,Title IIA Supplemental,"$ 83,174",M123,2018
5779,Title III Immigrant,"$ 5,620",M123,2018
5780,Title III LEP,"$ 13,518",M123,2018
5781,TL Arts Studio,"$ 2,330",M123,2018
5782,TL CB School Staff,"$ 56,005",M123,2018
5783,TL Computer Maintenance,"$ 9,290",M123,2018
5784,TL Core Curriculum Support,"$ 2,288",M123,2018
5785,TL E&E MS College Access,"$ 14,943",M123,2018
5786,TL E&E Universal Literacy,"$ 16,186",M123,2018
5787,TL ELA/Math Student Support,"$ 26,970",M123,2018
5788,TL Fair Student Funding,"$ 4,062,675",M123,2018
5789,TL FSF Post-IEP Support,$ 980,M123,2018
5790,TL FSF School to School Transfers Shared,"$ 1,590",M123,2018
5791,TL Middle School Arts Matter OTPS,"$ 3,700",M123,2018
5792,TL Middle School Arts Matter Teachers,"$ 10,369",M123,2018
5793,TL MOSL,"$ 1,700",M123,2018
5794,TL NYSTL Library Books,"$ 2,866",M123,2018
5795,TL NYSTL Textbooks,"$ 1,263",M123,2018
5796,TL Parent Coordinator,"$ 40,929",M123,2018
5797,TL Parent Coordinator OTPS,$ 500,M123,2018
5798,TL Renewal ELA/Math Student Support,"$ 13,842",M123,2018
5799,TL Renewal ELT,"$ 246,811",M123,2018
5800,TL RS IEP Para,"$ 170,869",M123,2018
5801,TL RS IEP Teacher,"$ 82,949",M123,2018
5802,TL RS Mandated Counseling Shared,"$ 70,781",M123,2018
5803,TL RS Mandated Speech Shared,"$ 180,332",M123,2018
5804,TL RS Occupational Therapist PS Shared,"$ 65,187",M123,2018
5805,TL RS Physical Therapist PS Shared,"$ 69,336",M123,2018
5806,TL RS Speech Sixth Period Coverage,"$ 21,894",M123,2018
5807,TL Salary Subsidy 2018,"$ 14,530",M123,2018
5808,TL SBST Shared,"$ 167,899",M123,2018
5809,TL School Incentive 2019,"$ 41,475",M123,2018
5810,TL School to School Summer Transfers Shared,"$ 3,714",M123,2018
5811,TL SE Transitional Funding,"$ 32,164",M123,2018
5812,TL Strong Schools Strong Communities,"$ 16,000",M123,2018
5813,TL Summer in the City Community Schools,"$ 21,479",M123,2018
5814,TL Summer in the City Shared,"$ 27,326",M123,2018
5815,TL Summer in the City Support Shared,$ 926,M123,2018
5816,TL Temporary Shortfall Per Diem,"$ 40,000",M123,2018
5817,TL Translation Services,"$ 1,454",M123,2018
5818,TL Vision for School Improvement,"$ 19,097",M123,2018
5819,Universal PreK Quality Full-Day,"$ 308,664",M123,2018
5820,4K for All,"$ 247,780",M092,2022
5821,AIDP STH School and Site Based Shared,"$ 57,818",M092,2022
5822,ARPA Academic Recovery,"$ 100,014",M092,2022
5823,ARPA Academic Recovery AP Summer Rising,"$ 17,990",M092,2022
5824,ARPA Academic Recovery Arts,"$ 25,003",M092,2022
5825,ARPA Academic Recovery SE After-School Instruction,"$ 26,577",M092,2022
5826,ARPA Academic Recovery SE Counseling,"$ 2,291",M092,2022
5827,ARPA Academic Recovery SE Intervention Training,"$ 2,624",M092,2022
5828,ARPA Academic Recovery SE Planning Prep,"$ 2,751",M092,2022
5829,ARPA Academic Recovery SE RS Related Services,"$ 10,440",M092,2022
5830,ARPA COVID Staffing Support,"$ 28,264",M092,2022
5831,ARPA Election Day Remote Planning,"$ 1,597",M092,2022
5832,ARPA LA Initial Register Relief,"$ 4,907",M092,2022
5833,ARPA School COVID Planning Expansion,"$ 10,877",M092,2022
5834,Contract for Excellence FY 09,"$ 70,150",M092,2022
5835,CRRSA Computer Maintenance,"$ 1,098",M092,2022
5836,CRRSA Situation Room,"$ 2,050",M092,2022
5837,Funds Pub Schl 355 - Carmell Hill,"$ 10,986",M092,2022
5838,High Need Support for Title I,"$ 6,418",M092,2022
5839,High Need Support for Title I STH,"$ 1,113",M092,2022
5840,IDEA RS IEP Para,"$ 48,820",M092,2022
5841,IDEA SBST Shared,"$ 154,225",M092,2022
5842,Rollover Smart Schools Bond Act,"$ 10,690",M092,2022
5843,Rollover Title IV Community Coordinator,"$ 14,713",M092,2022
5844,School Support Supplement,"$ 190,746",M092,2022
5845,State Misc 05-Empire State After Sch Prog Rnd 2 D5,"$ 13,743",M092,2022
5846,Title I SWP,"$ 155,029",M092,2022
5847,Title I SWP Carry Over,"$ 20,295",M092,2022
5848,Title I SWP Carry Over Parent and Family Engage,$ 769,M092,2022
5849,Title I SWP Parent and Family Engagement,"$ 1,550",M092,2022
5850,Title I SWP STH,"$ 26,893",M092,2022
5851,Title I SWP Translation Services,"$ 1,600",M092,2022
5852,Title IIA Supplemental,"$ 36,840",M092,2022
5853,Title IV Community Coordinator,"$ 86,596",M092,2022
5854,Title IV Fall Reopening Planning Grant,"$ 4,816",M092,2022
5855,Title IV Well Rounded ELA Math Support,"$ 3,689",M092,2022
5856,TL 09 C4E ICT,"$ 71,081",M092,2022
5857,TL Bridging the Gap,"$ 108,762",M092,2022
5858,TL CB School Staff,"$ 57,266",M092,2022
5859,TL Computer Maintenance,"$ 5,337",M092,2022
5860,TL ELA/Math Student Support,"$ 10,681",M092,2022
5861,TL Fair Student Funding,"$ 1,921,049",M092,2022
5862,TL FSF School to School Transfers Shared HS,"$ 33,197",M092,2022
5863,TL Funds Over Formula,"$ 266,820",M092,2022
5864,TL MOSL,"$ 1,500",M092,2022
5865,TL NYSTL Library Books,"$ 1,271",M092,2022
5866,TL Parent Coordinator,"$ 37,107",M092,2022
5867,TL Parent Coordinator OTPS,$ 500,M092,2022
5868,TL RS IEP Para,"$ 133,952",M092,2022
5869,TL RS IEP Teacher,"$ 103,084",M092,2022
5870,TL RS Mandated Counseling Shared,"$ 56,162",M092,2022
5871,TL RS Mandated Speech Shared,"$ 206,166",M092,2022
5872,TL RS Occupational Therapist PS Shared,"$ 81,110",M092,2022
5873,TL SBST Shared,"$ 34,244",M092,2022
5874,TL Situation Room,"$ 1,129",M092,2022
5875,TL Terminal and Paid Leaves,"$ 5,138",M092,2022
5876,TL Translation Services,"$ 1,121",M092,2022
5877,4K for All,"$ 231,677",M092,2021
5878,AIDP STH School and Site Based Shared,"$ 53,662",M092,2021
5879,Contract for Excellence FY 09,"$ 70,150",M092,2021
5880,Funds Pub Schl 16 - STAR-AR Program - Carmel Hill,"$ 3,364",M092,2021
5881,High Need Support for Title I,"$ 8,036",M092,2021
5882,IDEA RS IEP Para,"$ 70,345",M092,2021
5883,IDEA SBST Shared,"$ 147,128",M092,2021
5884,Rollover Title IV Community Coordinator,"$ 13,249",M092,2021
5885,School Support Supplement,"$ 185,343",M092,2021
5886,State Misc 05-Empire State After Schl Prg Rnd2 D5,"$ 13,743",M092,2021
5887,Title I STH,"$ 4,800",M092,2021
5888,Title I STH Carry Over,"$ 4,800",M092,2021
5889,Title I SWP,"$ 203,589",M092,2021
5890,Title I SWP Carry Over,"$ 22,692",M092,2021
5891,Title I SWP Parent and Family Engagement,"$ 4,128",M092,2021
5892,Title I SWP Summer in the City,$ 857,M092,2021
5893,Title I SWP Translation Services,"$ 1,606",M092,2021
5894,Title IIA Supplemental,"$ 43,815",M092,2021
5895,Title IV Community Coordinator,"$ 77,979",M092,2021
5896,Title IV Summer Rising Reopening Planning,"$ 1,991",M092,2021
5897,Title IV Well Rounded ELA Math Support,"$ 3,991",M092,2021
5898,TL 09 C4E ICT,"$ 142,163",M092,2021
5899,TL Bridging the Gap,"$ 104,088",M092,2021
5900,TL CB School Staff,"$ 15,756",M092,2021
5901,TL Computer Maintenance,"$ 2,254",M092,2021
5902,TL Covid MY Register Loss Restoration,"$ 4,904",M092,2021
5903,TL CRRSA COVID MYA Register Loss Restoration,"$ 14,711",M092,2021
5904,TL CRRSA COVID Teacher Support,"$ 185,545",M092,2021
5905,TL ELA/Math Student Support,"$ 11,173",M092,2021
5906,TL Fair Student Funding,"$ 1,886,962",M092,2021
5907,TL FSF School to School Transfers Shared,"$ 43,649",M092,2021
5908,TL FSF School to School Transfers Shared HS,"$ 21,689",M092,2021
5909,TL Funds Over Formula,"$ 326,110",M092,2021
5910,TL Implicit Bias Awareness,"$ 1,442",M092,2021
5911,TL Instructional Leadership Framework,"$ 18,938",M092,2021
5912,TL NYSTL Library Books,"$ 1,403",M092,2021
5913,TL NYSTL Software,$ 174,M092,2021
5914,TL Parent Coordinator,"$ 37,107",M092,2021
5915,TL Parent Coordinator OTPS,$ 500,M092,2021
5916,TL Periodic Assessment,"$ 1,500",M092,2021
5917,TL Physical Education Initiative - Cohort 2,"$ 31,573",M092,2021
5918,TL RS IEP Para,"$ 134,484",M092,2021
5919,TL RS IEP Teacher,"$ 95,676",M092,2021
5920,TL RS Mandated Counseling Shared,"$ 72,101",M092,2021
5921,TL RS Mandated Speech Shared,"$ 198,218",M092,2021
5922,TL RS Occupational Therapist PS Shared,"$ 78,516",M092,2021
5923,TL SBST Shared,"$ 33,559",M092,2021
5924,TL School COVID Planning Supplement,"$ 4,071",M092,2021
5925,TL Summer in the City Shared,"$ 3,228",M092,2021
5926,TL Translation Services,"$ 1,125",M092,2021
5927,4K for All,"$ 226,278",M092,2020
5928,AIDP Family Worker Per Session,$ 858,M092,2020
5929,AIDP STH School and Site Based Shared,"$ 54,017",M092,2020
5930,Contract for Excellence FY 09,"$ 70,150",M092,2020
5931,High Need Support for Title I,"$ 8,208",M092,2020
5932,IDEA RS IEP Para,"$ 86,271",M092,2020
5933,IDEA SBST Shared,"$ 145,632",M092,2020
5934,Rollover Title IV Community Coordinator,"$ 14,157",M092,2020
5935,School Support Supplement,"$ 177,804",M092,2020
5936,State Misc 05 -Empire State After School,"$ 13,743",M092,2020
